pert_iname,NPC1,INSIG1,HMGCS1,SMILES
BRD-K98173387,-0.13585,0.12229999999999999,0.33315,OC(=O)CCN1C(=S)S\C(=C/c2cccc(OCc3ccc(F)cc3)c2)C1=O
cefpodoxime,-0.2571,-0.33895000000000003,0.58835,COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N\OC)\c1csc(N)n1)C2=O)C(=O)OC(C)OC(=O)OC(C)C
alfacalcidol,0.9314,0.0149,-0.3422,CC(C)CCC[C@@H](C)[C@@H]1CC[C@H]2[C@@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C
VU-0402604,0.6048,0.3215,0.37985,Cc1cc(NC(=O)CS(=O)(=O)c2cn(Cc3cccc(Br)c3)c3ccccc23)no1
SA-1457305,-0.1171,0.5596,1.8577,O[C@@H]1COC[C@H]2O[C@H](CC(=O)NCc3ccc(Cl)c(Cl)c3)CC[C@@H]2N(C1)C(=O)c1ccccc1F
BRD-K46445327,-0.6219,-0.1817,-0.0075,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C1=O
BRD-K34351329,-0.5347,-1.0808,-0.3505,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3C1=O
BRD-K14721042,0.3536,-0.8191,0.7078,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc3OCCOc3c2)OCc4cn(CCCC1=O)nn4
QX-222,0.6629499999999999,-1.22675,-1.7879,Cc1cccc(C)c1NC(=O)C[N+](C)(C)C
metrizamide,1.267,0.89715,-2.24325,CN(C(C)=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c1I
BRD-K04986062,-0.5319,2.3707,1.2089,C\C(N)=C(\C#N)C(=O)COC(=O)c1cc(C)n(c1C)-c1ccc(F)cc1
piroxicam,0.1843,-0.2456,0.4007,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O
busulfan,-4.2883,-0.9753,-6.6134,CS(=O)(=O)OCCCCOS(C)(=O)=O
BRD-K61776140,1.1823000000000001,1.88675,1.1309500000000001,COc1ccc(cc1)S(=O)(=O)Nc2ccc3O[C@H](C)CCCCO[C@H](CN(C)Cc4ccc(Cl)c(Cl)c4)[C@@H](C)CN([C@H](C)CO)C(=O)c3c2
GW-9508,-0.0734,-0.2003,-1.0681,OC(=O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1
BRD-K25375605,-0.3337,0.0094,0.3418,COc1ccc(\C=C2/SC(=S)N(CCCC(=O)Nc3ccc(C(O)=O)c(O)c3)C2=O)cc1OC
BRD-K75907833,-0.37939999999999996,-0.042800000000000005,-2.01855,C(C1CCCCC1)N1[C@H]2CNC[C@@H]1[C@@H]2c1ccc(cc1)-c1ccncc1
H-7,-0.26995,0.010150000000000006,-1.0004,CC1CNCCN1S(=O)(=O)c2cccc3cnccc23
dofetilide,-0.2518,-0.3196,-0.3333,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
idelalisib,0.5760000000000001,0.5302,-0.0499,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1
BRD-A30455275,-0.2051,-0.0979,0.0005,CCOc1ccc(NC(=O)C(C)Sc2ncnc3sc(cc23)c4ccccc4)cc1
KM-00927,3.2536,2.7863,2.2895,Cc1ccc(cc1)S(=O)(=O)/C(=C/Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)/C#N
minaprine,0.1836,-0.7344,0.0653,Cc1cc(nnc1NCCN1CCOCC1)-c1ccccc1
BRD-K37060179,0.94035,-0.37145,-0.2289,OC[C@H]1O[C@H](CC(=O)NCc2cc(F)ccc2F)C[C@@H]3[C@H]1Oc4ccc(NC(=O)Nc5ccc(cc5)C(F)(F)F)cc34
benfluorex,-0.4072,-1.2589,-0.5111,CC(Cc1cccc(c1)C(F)(F)F)NCCOC(=O)c1ccccc1
ciproxifan,-0.16645,0.6840999999999999,-2.71935,O=C(C1CC1)c1ccc(OCCCc2c[nH]cn2)cc1
EHNA,-0.1178,-1.0945,0.0005,CCCCCC[C@@H]([C@@H](C)O)n1cnc2c(N)ncnc12
sulfacetamide,-0.192,-0.3236,-0.7064,CC(=O)NS(=O)(=O)c1ccc(N)cc1
tacrolimus,0.40505,-0.4918,-0.1734,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
BRD-K24686773,-0.6671,-1.2828,-1.3153,Fc1ccc(cc1)C(=O)OCCCCSc1nnc(o1)-c1cccc2ccccc12
etidronic-acid,0.4187,0.5842,-0.4426,CC(O)(P(O)(O)=O)P(O)(O)=O
BRD-K30563708,4.1563,0.8954,-0.5049,CCc1csc(n1)N1[C@@H](CO)[C@H]([C@H]1C#N)c1ccc(cc1)\C=C\C
BRD-K31286015,0.1172,-0.1268,-0.0535,CCOc1ccc(CCNC(=O)c2ccccn2)cc1OCC
triacsin-c,-0.1718,0.0949,-0.2156,CCC\C=C\C\C=C\C=C\C=N\N[NH2+][O-]
BRD-K21401822,0.09719999999999998,-1.6437,-1.0521,O=C(NCCc1nc2ccccc2n1CCOc1ccc2cccnc2c1)C1CCCCC1
BRD-K23282736,-0.144,-0.1304,-1.0639500000000002,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4ccc(cc4C1=O)N(C)C
SR-147778,0.8326,-0.2626,-1.0847,CCc1c(nn(c1-c1ccc(Br)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1
BRD-K00313977,0.3261,-0.741,-0.0562,CC(C)N1Cc2sc(NC(C)=O)c(-c3nc4ccccc4s3)c2C1
BRD-K40274786,-0.72125,0.6163000000000001,-0.23240000000000002,COCC(=O)NC[C@@H]1[C@@H]([C@H](CO)N1C(=O)c1ccccc1)c1ccccc1
BRD-K00430421,0.8958999999999999,0.4988,0.013399999999999995,Fc1cccc(F)c1S(=O)(=O)N2CCN(CC2)S(=O)(=O)c3ccc4ccccc4c3
LY-255283,-0.67635,-0.45599999999999996,-0.301,CCc1cc(C(C)=O)c(O)cc1OCCCCCC(C)(C)c1nnn[nH]1
BRD-K33743361,0.16290000000000002,-0.2099,0.43385,COc1ccc(CNCc2cccc3ccccc23)cc1
ketoconazole,1.2828,3.7455999999999996,4.51335,CC(=O)N1CCN(CC1)c1ccc(OC[C@H]2CO[C@@](Cn3ccnc3)(O2)c2ccc(Cl)cc2Cl)cc1
tyrphostin-AG-1478,0.0031500000000000005,-0.606,-1.1676,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC
BRD-K04076294,0.5066,0.1624,-1.1987,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3CC1=O
BRD-K03111155,-0.6516,-0.307,-0.0843,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(NC(=O)CCCN(C)C)cc2C1=O
oxymetholone,1.04875,1.1101,1.03255,CC1(O)CCC2C3CCC4CC(=O)C(CC4(C)C3CCC12C)C=O
BRD-K96403486,0.28905000000000003,0.40435,-0.21040000000000003,COc1ccc(NC(=O)Nc2ccc3O[C@@H](CN(C)C(=O)Nc4ccc(OC)cc4)[C@H](C)CN([C@H](C)CO)C(=O)Cc3c2)cc1
1-methylisoquinoline,0.4241,0.6489,-2.2379,Cc1nccc2ccccc12
BRD-K39947788,-0.008649999999999991,-0.10425000000000001,-1.25025,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(F)cc2)Oc3ccc(NC(=O)C4CCCCC4)cc3C1=O
BRD-K49477212,-0.2681,1.0802,0.7024,CC(=O)Nc1sc2CCNCc2c1-c1nc2ccccc2s1
sarmentogenin,4.4233,1.8572,1.1744,CC12C[C@@H](O)C3C(CCC4CC(O)CCC43C)C2(O)CCC1C5=CC(=O)OC5
oligomycin-a,-0.0198,-0.2338,-0.3376,CC[C@H]1CC[C@@H]2O[C@]3(CC[C@@H](C)[C@@H](C[C@@H](C)O)O3)[C@H](C)[C@H](OC(=O)\C=C\[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@](C)(O)[C@H](O)[C@@H](C)C\C=C\C=C\1)[C@H]2C
BRD-K93763482,-0.3145,-0.82525,0.006100000000000001,C[C@H](NC(=O)C[C@@H]1CC[C@@H](NC(=O)c2cccnc2)[C@@H](CO)O1)c1ccccc1
JAS07-007,0.5932999999999999,0.5965,1.6374499999999999,COc1cccc(CN2C(=O)[C@@H]3Cc4c([nH]c5ccccc45)C(C)(C)N3C2=O)c1
BRD-K93975822,-0.0185,0.1242,0.128,COc1cccc(c1)c2ccc3ncnc(NCc4cc(C)cs4)c3c2
AKT-inhibitor-IV,0.3579,1.02525,0.19419999999999998,CC[n+]1c(/C=C/N(C)c2ccccc2)n(c3ccccc3)c4ccc(cc14)c5nc6ccccc6s5
propranolol,-0.7321,0.15885,-0.44784999999999997,CC(C)NC[C@@H](O)COc1cccc2ccccc12
BRD-K55827386,0.23934999999999998,0.29405,-0.65935,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc3c(NC(=O)CCCCCC(=O)Nc4ccccc4N)cccc3C1=O
clebopride,-0.6656,-0.3071,-0.9397,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
BRD-K18059480,0.6907,0.0703,0.1053,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccccc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C1=O
BRD-A62496920,0.31135,-1.16885,-0.33255,O=C(CNC(=O)C1CCCCC1)OC(C(=O)c2ccccc2)c3ccccc3
BRD-A43087975,0.0832,-0.7539,-0.9277,COCC(C)NCc1ccc(OC)c(OC)c1OC
BRD-K43806450,-1.0731000000000002,-1.26065,-0.21225,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccccc2)Oc3c(NC(=O)c4ccncc4)cccc3C1=O
BRD-K00362189,0.4983,0.5693,1.1741,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4c(C)noc4C)cc3C1=O
quercetagetin,0.057,0.3501,0.1961,COc1ccc(cc1OC)-c1oc2cc(OC)c(OC)c(OC)c2c(=O)c1OC
galantamine,-0.5985,-0.3696,-0.1827,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24
BRD-K36317223,-0.2564,0.364,0.6216,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4ccc(NC(=O)c5ccncc5)cc4C1=O
BRD-K05542495,-0.2564,0.0556,-0.4748,COc1ccc(cc1)c2nc(OC)c3ccccc3n2
norcyclobenzaprine,0.3346,2.3524,1.419,CNCCC=C1c2ccccc2C=Cc2ccccc12
BRD-A03772856,0.0464,0.8643500000000001,0.526,COc1ccccc1C2N(C(=O)C3CCCN23)c4ccc(Cl)cc4
SA-423167,-0.033499999999999974,-0.7630999999999999,-0.8091999999999999,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(F)cc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4ccccc4)cc3C1=O
BRD-K19189705,0.8634,2.3967,3.2755,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(F)cc2)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4ccccc4)cc3C1=O
enzalutamide,-0.22399999999999998,-0.3223,-2.1062,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C1(C)C)c1ccc(C#N)c(c1)C(F)(F)F
BRD-K98936959,1.22265,3.0547,2.72755,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4c(C)noc4C)cc3C1=O
peruvoside,-0.9187,-0.8748,-0.0785,CO[C@@H]1[C@@H](O)[C@H](C)O[C@H](O[C@H]2CC[C@@]3(C=O)[C@H](CCC4C3CC[C@]5(C)[C@H](CC[C@]45O)C6=CC(=O)OC6)C2)[C@H]1O
BG-1004,-0.1403,0.07459999999999999,-1.58135,ONC(=O)CCCCC(=O)N/N=C/c1ccc(cc1)c2ccccc2
BRD-K80400482,-0.5236,-1.6428,-0.3007,CCCNC(=O)N1[C@@H](CO)[C@@H]([C@@H]1C#N)c1ccc(cc1)C1=CCCCC1
SA-85377,0.5993999999999999,1.34205,1.00065,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCCCC2)Oc3ccc(NC(=O)Cc4cn(C)c5ccccc45)cc3C1=O
BRD-K91781484,0.03390000000000001,0.51095,0.00030000000000000003,S=c1ccss1
BRD-A71707563,0.21194999999999997,-0.80715,-0.45935,Cc1cc(C)c2C3C=CCC3C(Nc2c1)c4cc5OCOc5cc4Br
BRD-K49791723,0.536,1.0290000000000001,-0.0693,NC(=O)C1CCN(CC1)c1nc(cs1)-c1ccc(Oc2ccccc2)cc1
phenylbutyrate,0.1772,-0.146,0.0011,OC(=O)CCCc1ccccc1
methyllycaconitine,-0.6023,-0.8059999999999999,0.39399999999999996,CCN1CC2(COC(=O)c3ccccc3N4C(=O)CC(C)C4=O)CCC(OC)C5(C6CC7C(OC)C6C(O)(CC7OC)C8(O)C(OC)C52)C18
BRD-A94546435,-0.2715,-0.0777,0.0,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)[C@](C)(C5CC[C@]43C)C(=O)O)C2C1)C(=O)O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]6O
BRD-K28284219,-0.312,-0.4097,0.1993,OS(=O)(=O)CCN1C(=S)SC(=Cc2cn(nc2-c2ccc(OCc3ccccc3F)cc2)-c2ccccc2)C1=O
BRD-A37501891,-0.5502,0.4329,-0.1759,C[C@@H]1CC[C@@]2(CC[C@]3(C(=O)O)C(=CCC4[C@@]5(C)CC[C@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C(C)(C)C5CC[C@]43C)[C@@H]2[C@H]1C)C(=O)O
pranoprofen,0.8248,0.3863,-0.0464,CC(C(O)=O)c1ccc2Oc3ncccc3Cc2c1
BRD-K92656786,0.0944,-0.1455,-0.1619,Cn1cnc(CCNC(=O)C[C@@H]2CC[C@@H]3[C@H](COC[C@H](O)CN3C(=O)Nc3ccc(cc3)C(F)(F)F)O2)c1
dimaprit,-0.6266,-0.8476,0.5404,CN(C)CCCSC(N)=N
BRD-K38698447,-0.5312,-1.0485,0.0014,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccccc2)Oc3c(NC(=O)c4ccncc4)cccc3C1=O
bifonazole,-1.5521,-1.0575,-3.3887,c1cn(cn1)C(c1ccccc1)c1ccc(cc1)-c1ccccc1
BRD-K48199580,-0.0373,0.6724,-0.061200000000000004,COc1ccc(cc1)S(=O)(=O)N1CC[C@@]2(CC1)CN(Cc1ccncc1)[C@H](CO)c1[nH]c3cc(OC)ccc3c21
BRD-K20032655,0.044950000000000004,-0.37065000000000003,-0.6832499999999999,O=C(NNC(=O)c1ccccc1)c2csc(n2)c3ccccc3
BRD-K67575276,-0.0438,-0.1515,-1.8592,OC[C@H]1[C@H]([C@@H]2CN(Cc3ccccn3)CCCCN12)c1ccc(cc1)-c1cccnc1
BRD-K24798550,-0.8399,0.3128,-0.3972,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)Oc4ccc(NC(=O)CCCN(C)C)cc4CC1=O
SA-1459481,-0.1808,-0.3748,0.7213,O[C@H]1COC[C@@H]2O[C@H](CC(=O)NCc3ccc(F)cc3)CC[C@H]2N(Cc2cccc(c2)C(F)(F)F)C1
practolol,0.1842,-0.4457,-0.2392,CC(C)NCC(O)COc1ccc(NC(C)=O)cc1
BRD-A32440707,-0.4931,-0.4605,1.3606,CC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](C[C@]12C)OC(=O)CCC(O)=O
BRD-K13665914,0.9814,-0.83005,-0.9213,C(C1CCN(CC1)c2ncnc3sccc23)c4ccccc4
BRD-K45322187,-0.0151,-2.6244,-0.1509,COc1ccc(cc1)-c1ccc(cc1)[C@@H]1[C@@H](CO)N2[C@@H]1CN(Cc1ccccc1)CC2=O
10H-phenothiazin-10-yl)(p-tolyl)methanone,0.53135,-0.09179999999999999,0.84595,Cc1ccc(cc1)C(=O)N2c3ccccc3Sc4ccccc24
NCS-382,-0.05260000000000001,-0.07405,-0.03365,OC1c2ccccc2CCC\C1=C/C(O)=O
BRD-K87449521,0.3648,0.0073,-0.0211,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc3OCOc3c2)Oc4ccc(NC(=O)CCCCCC(=O)Nc5ccccc5N)cc4CC1=O
BRD-K76512739,0.8427,2.3782,1.7526,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(F)cc2)OCCCC[C@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C1=O
BRD-K62719675,0.6341,-0.2565,-0.2056,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)OCCCC[C@H](C)Oc4ccc(NC(=O)c5ccncc5)cc4C1=O
BRD-K75035820,-0.2215,-0.58765,-2.7542500000000003,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)C)OCCCC[C@H](C)Oc2ccc(NC(=O)c3ccncc3)cc2C1=O
BRD-A29342309,-0.21325,0.027600000000000013,0.1552,NC(COO)c1cc(O)cc(O)c1
BRD-K33932270,-0.1957,-0.63565,-1.1929,CN(C)CC(=O)Nc1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)NCc4cccnc4)O[C@H]3CO)c2c1
BRD-K84890987,-0.6535,-0.4424,-2.1798,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C)OCCCC[C@H](C)Oc2ccc(NC(=O)CCCCCC(=O)Nc3ccccc3N)cc2C1=O
BRD-K61442593,-0.129,-0.0734,-0.1827,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccncc2)Oc3ccc(NC(=O)Nc4cccc5ccccc45)cc3C1=O
LY-294002,0.70785,0.5041,-1.19455,O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCOCC1
BRD-K01427177,-0.41964999999999997,-0.4068,-0.63305,CNC[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)Nc3ccc4OCOc4c3)cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO
reserpic-acid,0.20845,0.2529,0.21795000000000003,CO[C@H]1[C@H](O)C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)O
dorzolamide,2.2505,-1.26,-4.4864,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(=O)(=O)N
BCL2-inhibitor,0.020949999999999996,-0.28785,-0.34550000000000003,COc1ccc([N+][O-])c(CCc2cc(OC)ccc2[N+][O-])c1
BRD-K38760240,-2.106,-2.3759,-0.2023,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)Oc4ccc(cc4CC1=O)N(C)C
JAK3-inhibitor-VI,1.14935,-0.44015000000000004,-1.08525,O=C/1Nc2ccc(cc2\C1=C\c3ccc[nH]3)c4cccnc4
triflupromazine,1.9217,2.9166,1.9476,CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(F)(F)F
BRD-K66598898,0.8295,0.32115,-3.47695,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O
SA-424755,-0.5737,-0.2717,1.0654,COc1ccc(NC(=O)Nc2ccc3O[C@@H](C)CCCCO[C@@H](CN(C)S(=O)(=O)c4ccc(F)cc4)[C@@H](C)CN([C@H](C)CO)C(=O)c3c2)cc1
DASB,-0.31845,-1.1515,0.0,CN(C)Cc1ccccc1Sc1ccc(cc1N)[N+]#[C-]
tramadol,-0.4118,-0.3648,-0.1288,COc1cccc(c1)[C@]1(O)CCCC[C@H]1CN(C)C
BRD-K80045183,1.1257,1.3108,1.0068,CN1[C@H]2CC[C@@H](CC(=O)NCC3CCCCC3)O[C@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O
BRD-K99423120,-0.3414,-0.8651,-0.1663,C[C@@H]1CN(CCN1S(=O)(=O)c2c(F)cccc2F)S(=O)(=O)c3ccc4OCCOc4c3
BRD-K84301121,0.226,-0.46069999999999994,-0.96275,CC(C)(C)c1ccc(cc1)-c1noc(CCC(=O)NC2CC2)n1
edrophonium,-1.0477500000000002,-0.48385,-0.91915,CC[N+](C)(C)c1cccc(O)c1
BRD-K26370510,0.2712,-0.23424999999999999,0.245,CCCNC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)C3=CCCCC3
BRD-K62374815,-0.0853,-0.2419,-0.0664,OC[C@@H]1[C@@H]([C@@H]2CN(CC3CC3)CCCCN12)c1ccc(cc1)-c1cccnc1
FK-888,0.36815000000000003,1.6785,-0.0138,CN(Cc1ccccc1)C(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)c1cn(C)c2ccccc12
5-iodotubercidin,-0.0371,-0.4821,-2.0453,Nc1ncnc2n(cc(I)c12)C3OC(CO)C(O)C3O
BRD-K36008374,-0.4891,-0.2708,-0.91,OC[C@H]1[C@@H]([C@@H](C#N)N1C(=O)c1cccc(F)c1)c1ccc(cc1)C1=CCCCC1
EMF-bca1-16,2.07115,0.8485,0.16165,[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc2cccc(NC(=O)c3cc(ccc3Cl)[N+](=O)[O-])n2
mizolastine,-0.3254,-0.3936,2.0962,CN(C1CCN(CC1)c1nc2ccccc2n1Cc1ccc(F)cc1)c1nccc(=O)[nH]1
BRD-K40064462,0.9517,-0.882,-1.0419,COc1ccccc1S(=O)(=O)N[C@H]1C=C[C@H](CC(=O)N2CCCCC2)O[C@H]1CO
BRD-K39799535,0.5805,0.9842,-0.6174,COCc1cn(CC[C@@H]2CC[C@@H](NC(=O)Nc3ccc(cc3)C(F)(F)F)[C@H](CO)O2)nn1
BRD-K89156937,0.6293000000000001,0.05620000000000003,0.05329999999999996,NC(=O)[C@@]1(Cc2ccccc2CN=[N+]=[N-])N=C(O[C@H]1c3ccccc3CN=[N+]=[N-])c4ccc(OCCCO)cc4
BRD-K41390249,-0.03764999999999999,-0.33555,-0.4159,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc5OCOc5c4)cc3C1=O
asenapine,0.40135,0.569,0.4768,CN1C[C@@H]2[C@@H](C1)c1cc(Cl)ccc1Oc1ccccc21
BRD-K09553491,0.6314,0.9202,1.2704,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2cccnc2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4
BRD-K59201357,1.5638,1.6838,2.0369,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(C)cc2)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccccc4)cc3C1=O
BRD-K58846134,-1.0595,0.6431,0.3308,O=C(N1CCC(CC1)n2nc(oc2=O)c3ccccc3)C4(CC4)c5ccccc5
GSK-650394,-0.316,-0.1201,0.0089,OC(=O)c1ccc(cc1C1CCCC1)-c1c[nH]c2ncc(cc12)-c1ccccc1
BRD-K14790374,-0.5906,-0.3004,0.2973,COc1ccc(C#Cc2ccc3NC(=O)[C@@]4([C@H]([C@H]5N([C@H]4c6ccc(OCCO)cc6)[C@@H]([C@@H](OC5=O)c7ccccc7)c8ccccc8)C(=O)N9CCc%10cc(OC)c(OC)cc%10C9)c3c2)cc1
BRD-K08146255,-0.2392,-0.6089,-3.5580000000000003,CCC(=O)N1C[C@@]2(C1)CN(Cc1cccc(OC)c1)[C@H](CO)c1[nH]c3cc(OC)ccc3c21
BRD-K33936059,0.9337500000000001,0.41800000000000004,-0.49825,CC(=O)Nc1ccc(/N=C/c2ccc(C)cc2)cc1
BRD-K39096267,0.3821,-1.3187000000000002,-0.13455,Oc1ccc(C[C@H]2N3[C@@H](CN(Cc4cccc5ccccc45)C2=O)N(CCC3=O)C(=O)NCc2ccccc2)cc1
BRD-K51683034,-0.44435,-0.82725,-0.5155000000000001,CC(C)(C)OC(=O)CC[C@@]12N=C(O[C@H]2c3ccccc3CN(CC=C)C1=O)c4ccc(OCCCO)cc4
VU-0404997-2,0.7556,-0.74,-0.705,CC1(CC(=O)N(C1=O)c1ccc(NC(=O)c2ccccn2)cc1Cl)c1ccccc1
BRD-K10087454,0.83825,-0.0708,-0.36515,CC(C)NC(=O)N(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)N(C)C
secnidazole,-0.8171,0.3108,-1.09,CC(O)Cn1c(C)ncc1[N+]([O-])=O
VX-702,0.13875,-0.33110000000000006,-0.7871,NC(=O)N(c1ccc(C(N)=O)c(n1)-c1ccc(F)cc1F)c1c(F)cccc1F
pargyline,0.5005999999999999,-0.33615,-0.38349999999999995,CN(CC#C)Cc1ccccc1
BRD-K69676861,0.2006,0.8378,0.1473,Cc1cc(Br)ccc1NC(=O)CCCOc1cc(=O)n(C)c2ccccc12
BRD-K81314178,-0.16545,-0.26175000000000004,0.02425,COCCCNC(=O)[C@H]1[C@@H](N(C(=O)c2ccccc12)c3ccc(C)cn3)c4ccc(CO)cc4
chlorotrianisene,-0.4987,-1.5289,-0.4312,COc1ccc(cc1)C(Cl)=C(c1ccc(OC)cc1)c1ccc(OC)cc1
nadifloxacin,1.3171,0.7265,-4.0022,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O
bisbenzimide,-0.10120000000000001,0.03615000000000001,-0.47285,CCOc1ccc(cc1)c2nc3cc(ccc3[nH]2)c4nc5cc(ccc5[nH]4)N6CCN(C)CC6
RS-67506,-1.1240999999999999,0.40505,0.38029999999999997,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CCNS(C)(=O)=O)CC1
BRD-K38885465,-0.0407,-0.62,-0.6745,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)c4ccncc4)cc3CC1=O
