ID,Z_RGES,Z_Up,Z_Down,Penalty,Num_Up,Num_Down,Focus_Up,Focus_Down
hyodeoxycholic-acid,-2.3069282331074032,-1.8011567128350205,0.5057715202723828,0.005494505494505495,2,9,0.5,0.34782608695652173
flufenamic-acid,-0.9086233808677044,-2.0656415177104845,-1.15701813684278,0.01098901098901099,3,9,0.5,0.3181818181818182
Y-27632,-0.29379479646336226,-1.8011567128350205,-1.5073619163716583,0.016483516483516484,2,8,0.5,0.20833333333333334
sulbactam,-2.6992134418903215,-2.403903985865085,0.2953094560252369,0.016483516483516484,4,11,0.4444444444444444,0.21621621621621623
ponatinib,-4.751682557679182,-2.8306031570293104,1.9210794006498715,0.0628966104318217,32,46,0.10638297872340426,0.25
tolnaftate,-2.221744928770147,-1.5353645858851814,0.6863803428849655,0.01451013774957437,5,12,0.16666666666666666,0.23809523809523808
acarbose,-2.7878390019342065,-1.751381856508236,1.0364571454259706,0.007255068874787185,4,6,0.3,0.18518518518518517
dexniguldipine,-6.806310560949839,-4.737639556401995,2.068671004547844,0.12739900944126298,99,29,0.05741626794258373,0.3023255813953488
nateglinide,-2.3069282331074032,-1.8011567128350205,0.5057715202723828,0.01098901098901099,2,9,0.5,0.2692307692307692
anacetrapib,-1.963450528193892,-1.4576790079215092,0.5057715202723828,0.01274957436929268,3,9,0.2857142857142857,0.25
2-methoxyestradiol,-2.4725387769922342,-2.0656415177104845,0.4068972592817496,0.01098901098901099,3,10,0.42857142857142855,0.2962962962962963
pidotimod,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.2
TU-2100,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.6666666666666666,0.15789473684210525
bromosporine,-0.6691125512439997,-2.0656415177104845,-1.3965289664664848,0.016483516483516484,3,10,0.42857142857142855,0.2413793103448276
ibutamoren,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.5,0.15384615384615385
FH1,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.17647058823529413
beclamide,-3.2175523221919895,-2.403903985865085,0.8136483363269047,0.01098901098901099,4,10,0.3076923076923077,0.2962962962962963
ZAPA,-2.097192714997118,-1.5486340845368063,0.548558630460312,0.03078083887943043,9,16,0.15384615384615385,0.21052631578947367
vismodegib,-0.9832061775460903,-2.1054041342679723,-1.122197956721882,0.02373858535830367,5,12,0.26666666666666666,0.17391304347826086
taselisib,-2.7566353860163497,-2.2056804201856135,0.5509549658307361,0.023525770004643246,10,20,0.23076923076923078,0.288135593220339
capsazepine,-4.694974369730528,-3.4397315545242,1.2552428152063282,0.08295929422689985,70,18,0.06341463414634146,0.288135593220339
zolpidem,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.4,0.15
fomocaine,-2.9909713581295128,-1.9139222223196508,1.0770491358098617,0.046838724655626066,19,20,0.12903225806451613,0.2830188679245283
pentolinium,-2.3819850702279206,-1.8137320113664972,0.5682530588614236,0.018244079863798175,4,12,0.25,0.2571428571428571
HQK-1001,-0.5582796013388263,-2.0656415177104845,-1.5073619163716583,0.01098901098901099,3,8,0.5,0.2222222222222222
ticagrelor,-2.5900797038277936,-1.8011567128350205,0.7889229909927733,0.005494505494505495,2,4,0.5,0.17647058823529413
atenolol-(-),-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.6666666666666666,0.14285714285714285
ephedrine,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.4,0.17647058823529413
famciclovir,-2.882138998489868,-1.8800048103848883,1.00213418810498,0.020004643244079863,6,15,0.21052631578947367,0.24
tetracaine,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.005494505494505495,2,6,0.5,0.2777777777777778
sulfaguanidine,-1.6753156325554381,-1.146541724039961,0.5287739085154772,0.02725971211886705,5,13,0.13333333333333333,0.19148936170212766
mezlocillin,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.005494505494505495,2,6,0.3333333333333333,0.3125
Y-26763,-2.67988323480798,-1.8800048103848883,0.7998784244230916,0.020004643244079863,6,14,0.2,0.2558139534883721
merbarone,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.005494505494505495,2,5,0.6666666666666666,0.25
valsartan,1.3517154547077381,-0.18504310632422316,-1.5367585610319614,0.005494505494505495,1,5,0.5,0.21052631578947367
midafotel,-0.022541217773951017,-1.8011567128350205,-1.7786154950610695,0.01098901098901099,2,6,0.5,0.2222222222222222
SB-756050,1.3517154547077381,-0.18504310632422316,-1.5367585610319614,0.005494505494505495,1,5,0.5,0.25
mequinol,-0.11406238751029596,-1.8137320113664972,-1.6996696238562012,0.018244079863798175,4,9,0.3333333333333333,0.21428571428571427
succinic-acid,-2.727803448448973,-1.9141551121220681,0.8136483363269047,0.01274957436929268,4,10,0.3,0.3076923076923077
ursodeoxycholyltaurine,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.6666666666666666,0.15384615384615385
clofibrate,-0.9294386669901651,-2.1930447348250572,-1.2636060678348922,0.01098901098901099,3,6,0.6,0.2
betrixaban,-3.479628354085988,-2.5465849770956277,0.9330433769903606,0.009015632255068875,8,9,0.17647058823529413,0.27586206896551724
7-hydroxystaurosporine,-5.584800828354744,-3.2546977893026057,2.330103039052139,0.06924237734096889,16,90,0.2558139534883721,0.206266318537859
diethylstilbestrol,0.00017740230982687955,-1.8011567128350205,-1.8013341151448474,0.016483516483516484,2,8,0.5,0.20833333333333334
SX-011,-3.4690370555330086,-2.167182668573233,1.3018543869597752,0.023525770004643246,9,23,0.22727272727272727,0.3076923076923077
betulinic-acid,-0.534152766151345,-2.0656415177104845,-1.5314887515591395,0.01098901098901099,3,7,0.42857142857142855,0.1724137931034483
SCH-23390,-2.296481948616455,-1.9141551121220681,0.38232683649438715,0.007255068874787185,4,8,0.42857142857142855,0.21212121212121213
5-methylfurmethiodide,-0.269667961275881,-1.8011567128350205,-1.5314887515591395,0.01098901098901099,2,7,0.5,0.20833333333333334
JZL-184,-2.283167473524364,-1.5623102140472416,0.7208572594771223,0.021765206624361554,6,11,0.21428571428571427,0.24242424242424243
VU0361737,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.2
BP-554,-2.358040435439143,-2.0656415177104845,0.29239891772865845,0.01098901098901099,3,7,0.5,0.15625
delivert,-0.022541217773951017,-1.8011567128350205,-1.7786154950610695,0.016483516483516484,2,6,0.6666666666666666,0.16666666666666666
RN-1747,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.23076923076923078
M-344,-4.802910676212722,-2.9858094859909547,1.8171011902217675,0.07825800959603776,19,76,0.17647058823529413,0.2119205298013245
diethylcarbamazine,-1.7074536571873227,-1.5547975432383392,0.15265611394898349,0.01274957436929268,3,10,0.3333333333333333,0.32
MPI-0479605,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.25,0.16666666666666666
3'-fluorobenzylspiperone,-2.8041392780895578,-1.871095901099197,0.9330433769903606,0.021765206624361554,9,9,0.2608695652173913,0.25
anguidine,-0.6648588383891909,-2.403903985865085,-1.739045147475894,0.01098901098901099,4,7,0.4444444444444444,0.25
CC-401,-2.529302889328778,-2.1224056300470284,0.4068972592817496,0.01274957436929268,5,10,0.2222222222222222,0.2
IU1,-2.2735160651224673,-1.8011567128350205,0.4723593522874469,0.01098901098901099,2,9,0.25,0.28
azaperone,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.6666666666666666,0.1875
XBD173,-0.5672100956870485,-1.9141551121220681,-1.3469450164350196,0.01274957436929268,4,8,0.15789473684210525,0.3157894736842105
WZ4003,-3.6170047723333454,-2.5998642813586326,1.017140490974713,0.009015632255068875,9,6,0.2413793103448276,0.17857142857142858
danofloxacin,-2.4336846818070645,-1.8011567128350205,0.6325279689720441,0.01098901098901099,2,8,0.5,0.2857142857142857
amrinone,-3.023082922712659,-1.8011567128350205,1.2219262098776387,0.01098901098901099,2,12,0.2857142857142857,0.2857142857142857
bezafibrate,-3.6123601226663644,-2.6102259345613845,1.00213418810498,0.016270701129856062,10,15,0.3181818181818182,0.203125
desogestrel,-2.6833319080207882,-2.4232503688389975,0.26008153918179094,0.01098901098901099,4,12,0.4,0.22727272727272727
NXY-059,-1.1596443010041053,-2.4232503688389975,-1.2636060678348922,0.01098901098901099,4,6,0.5714285714285714,0.15384615384615385
RS-67333,0.32725341065442015,0.847819999878504,0.5205665892240838,0.016057885776195636,9,6,0.08333333333333333,0.22727272727272727
tolazoline,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.21428571428571427
GABA-linoleamide,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.5,0.14285714285714285
preladenant,-2.5731913988783592,-1.8011567128350205,0.7720346860433385,0.005494505494505495,2,7,0.3333333333333333,0.23076923076923078
proadifen,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.6666666666666666,0.2
ethynodiol-diacetate,-2.9834286404071366,-2.6910297226784783,0.29239891772865845,0.01098901098901099,5,7,0.45454545454545453,0.15151515151515152
o-3M3FBS,-3.379336703806671,-2.2697935147310258,1.109543189075645,0.09298096269927256,14,75,0.1951219512195122,0.1749271137026239
ARRY-334543,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.01098901098901099,2,4,0.6666666666666666,0.14285714285714285
TG-100713,-3.484104256758224,-2.6102259345613845,0.8738783221968395,0.021765206624361554,10,16,0.23333333333333334,0.3023255813953488
hymecromone,0.5044841328885701,-1.2741313621724994,-1.7786154950610695,0.018244079863798175,2,6,0.25,0.15789473684210525
liothyronine-(isomer),-1.972204866680097,-1.3651599211665135,0.6070449455135835,0.010776195635350566,6,9,0.2,0.21052631578947367
trichloroethylene,-2.961864913012486,-2.2056804201856135,0.7561844928268723,0.023525770004643246,10,14,0.23076923076923078,0.2558139534883721
valaciclovir,-0.269667961275881,-1.8011567128350205,-1.5314887515591395,0.01098901098901099,2,7,0.5,0.20833333333333334
saccharin,-2.488354190850294,-2.1930447348250572,0.2953094560252369,0.016483516483516484,3,11,0.42857142857142855,0.2962962962962963
pramoxine,0.1260296605259581,-1.4576790079215092,-1.5837086684474673,0.018244079863798175,3,9,0.16666666666666666,0.24
potassium-canrenoate,-2.5048765455720625,-1.4576790079215092,1.0471975376505531,0.007255068874787185,3,8,0.25,0.25925925925925924
acetylsalicylsalicylic-acid,-2.225564310650501,-1.3651599211665135,0.8604043894839877,0.010776195635350566,6,7,0.3,0.1875
zofenopril-calcium,-0.5203381582353217,-1.7839442260702139,-1.2636060678348922,0.007255068874787185,4,6,0.2727272727272727,0.22727272727272727
KP-1212,-2.9456037692836623,-2.1210919521073714,0.8245118171762907,0.016270701129856062,8,9,0.25,0.22580645161290322
umeclidinium,-0.741724485851857,-1.9954836282706963,-1.2537591424188392,0.020004643244079863,5,11,0.25,0.2857142857142857
fesoterodine,-0.550125943531605,-1.8137320113664972,-1.2636060678348922,0.007255068874787185,4,6,0.3333333333333333,0.3125
cafestol,-2.8108012451468345,-2.403903985865085,0.4068972592817496,0.01098901098901099,4,10,0.5,0.36363636363636365
alosetron,-1.9129838214954622,-1.4576790079215092,0.4553048135739531,0.007255068874787185,3,9,0.4,0.20512820512820512
S-14506,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.5,0.16666666666666666
stanozolol,-2.0612382520168113,-1.8011567128350205,0.26008153918179094,0.01098901098901099,2,12,0.3333333333333333,0.2702702702702703
cinepazide,-3.808040427891788,-2.400167584823775,1.407872843068013,0.036275344373935925,13,23,0.20512820512820512,0.20224719101123595
dibenzothiophene,-0.2671248399493127,-1.7412524192071488,-1.474127579257836,0.021765206624361554,7,10,0.26666666666666666,0.20588235294117646
zimelidine,-0.321071514902181,-2.1224056300470284,-1.8013341151448474,0.02373858535830367,5,8,0.21052631578947367,0.19047619047619047
phenazone,-0.4542116964000009,-1.8011567128350205,-1.3469450164350196,0.01098901098901099,2,8,0.6666666666666666,0.24
cefozopran,-2.7675183143140347,-1.9954836282706963,0.7720346860433385,0.009015632255068875,5,7,0.2727272727272727,0.3333333333333333
cloxyquin,-4.940523721115034,-3.720393471398037,1.220130249716997,0.009015632255068875,14,10,0.32432432432432434,0.32142857142857145
cytochalasin-b,-4.283993388429914,-2.988052438266886,1.2959409501630277,0.027046896765206625,17,21,0.1864406779661017,0.2222222222222222
tranylcypromine,-2.3069282331074032,-1.8011567128350205,0.5057715202723828,0.01098901098901099,2,9,0.4,0.28
eupatilin,-2.6536289834474838,-2.0656415177104845,0.5879874657369991,0.01098901098901099,3,5,0.6,0.15789473684210525
BAN-ORL-24,-2.489337930828487,-1.7173032447851486,0.7720346860433385,0.01451013774957437,5,7,0.125,0.25
cetrimonium,-3.4920412941093,-2.732795614956395,0.7592456791529051,0.021552391270701132,15,13,0.20930232558139536,0.275
talnetant,-3.985482394250142,-3.0524390172597817,0.9330433769903606,0.024860702677604086,23,9,0.12,0.25806451612903225
AG-490,-2.971220471023953,-2.1991857849806147,0.7720346860433385,0.01451013774957437,7,7,0.25,0.2777777777777778
chlorogenic-acid,-4.315280580919217,-2.5486885626762015,1.7665920182430155,0.032541402259712124,14,27,0.21621621621621623,0.23
KI-8751,-5.256479500528375,-4.115351281754222,1.1411282187741527,0.043104782541402265,35,23,0.1597222222222222,0.2676056338028169
DAPT,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.6666666666666666,0.2
icosapent,-2.4665846112633556,-1.8011567128350205,0.6654278984283353,0.005494505494505495,2,5,0.5,0.25
acedoben,-0.9294386669901651,-2.1930447348250572,-1.2636060678348922,0.005494505494505495,3,6,0.5,0.2631578947368421
psoralen,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.01098901098901099,2,6,0.5,0.21052631578947367
diphenhydramine,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.6666666666666666,0.11764705882352941
methapyrilene,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.17647058823529413
4-(4-fluorobenzoyl)-1-(4-phenylbutyl)-piperidine,-2.708987245948018,-2.0718493314918534,0.6371379144561645,0.016270701129856062,8,11,0.16666666666666666,0.2727272727272727
ecabapide,-0.8519434272465134,-2.388701988278475,-1.5367585610319614,0.016483516483516484,4,5,0.4444444444444444,0.11764705882352941
JNJ-1661010,-1.0195395007978394,-2.551028252356979,-1.5314887515591395,0.01098901098901099,4,7,0.6666666666666666,0.20833333333333334
nifenazone,-2.1974293607943576,-1.7666242842698041,0.4308050765245535,0.02373858535830367,4,16,0.23076923076923078,0.24
tetradecylthioacetic-acid,-0.21744804438755327,-1.8011567128350205,-1.5837086684474673,0.016483516483516484,2,9,0.3333333333333333,0.1935483870967742
eperezolid,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.01098901098901099,2,4,0.6666666666666666,0.15384615384615385
LY2109761,-3.3504631866364556,-2.398997246520323,0.9514659401161328,0.0397964711344993,15,33,0.11428571428571428,0.25
PP-1,-3.8707419097326605,-2.587694212474379,1.2830476972582814,0.034089150286333386,21,23,0.16923076923076924,0.25316455696202533
bromhexine,-2.7114521495156194,-2.0718493314918534,0.6396028180237661,0.02725971211886705,8,19,0.19230769230769232,0.22727272727272727
dexamethasone-acetate,-2.0412605992744917,-1.3651599211665135,0.676100678107978,0.016270701129856062,6,10,0.16666666666666666,0.21052631578947367
flavoxate,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.005494505494505495,2,5,0.5,0.2222222222222222
piclamilast,-2.8563000602877318,-2.1930447348250572,0.6632553254626746,0.005494505494505495,3,5,0.75,0.2222222222222222
EMD-386088,0.20860029754004206,-1.8011567128350205,-2.0097570103750626,0.016483516483516484,2,7,0.2857142857142857,0.2
bromfenac,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.4,0.16666666666666666
penciclovir,-3.1757601648680316,-2.8551031963253197,0.3206569685427118,0.01098901098901099,5,7,0.38461538461538464,0.14705882352941177
amprenavir,-2.2690368249404504,-1.8137320113664972,0.4553048135739531,0.007255068874787185,4,9,0.375,0.38095238095238093
floxuridine,-3.4798144046222816,-2.2879031903394225,1.1919112142828592,0.019579012536759016,16,20,0.15384615384615385,0.30158730158730157
podophyllotoxin,-5.903672830643282,-3.179394535597352,2.72427829504593,0.04507816127534438,25,54,0.19230769230769232,0.24257425742574257
bephenium-hydroxynaphthoate,-0.7754606136120088,-2.1224056300470284,-1.3469450164350196,0.01274957436929268,5,8,0.36363636363636365,0.2608695652173913
nalidixic-acid,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.005494505494505495,2,5,0.5,0.23529411764705882
piribedil,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.2
mirabegron,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.4,0.1875
balapiravir,-2.554748841740134,-1.7066632662453236,0.8480855754948103,0.023525770004643246,8,13,0.26666666666666666,0.37037037037037035
trometamol,-2.4859693137042482,-1.8011567128350205,0.6848126008692279,0.016483516483516484,2,11,0.3333333333333333,0.23529411764705882
benztropine-mesylate,-2.093555630563679,-1.8011567128350205,0.29239891772865845,0.01098901098901099,2,7,0.5,0.29411764705882354
teneligliptin,-2.36343008172355,-1.2757216712504758,1.0877084104730743,0.009015632255068875,4,8,0.13333333333333333,0.22580645161290322
cebranopadol,-3.097054868261119,-2.412242267391891,0.6848126008692279,0.01274957436929268,6,11,0.23809523809523808,0.2903225806451613
propylthiouracil,-2.419926632394451,-1.9141551121220681,0.5057715202723828,0.01274957436929268,4,9,0.42857142857142855,0.3181818181818182
ameltolide,-0.7055335800030729,-2.0524785964380925,-1.3469450164350196,0.01098901098901099,3,8,0.5,0.24
ethinyl-estradiol,-0.022541217773951017,-1.8011567128350205,-1.7786154950610695,0.01098901098901099,2,6,0.5,0.2222222222222222
tecastemizole,-2.3069282331074032,-1.8011567128350205,0.5057715202723828,0.01098901098901099,2,9,0.18181818181818182,0.22580645161290322
CC-930,-0.269667961275881,-1.8011567128350205,-1.5314887515591395,0.016483516483516484,2,7,0.5,0.17391304347826086
diatrizoic-acid,-0.5408045408550619,-1.8011567128350205,-1.2603521719799586,0.005494505494505495,2,7,0.5,0.2857142857142857
zonisamide,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.5,0.16666666666666666
"6,_7-dehydro-17-acetoxy-progesterone",-2.7359831203767255,-1.8011567128350205,0.9348264075417049,0.005494505494505495,2,6,0.2857142857142857,0.23809523809523808
febuxostat,-2.929279996636909,-2.34129253089991,0.5879874657369991,0.01098901098901099,3,5,0.375,0.15789473684210525
CNX-774,-4.403044960969556,-3.039617761790245,1.3634271991793114,0.04289196718774184,30,27,0.12295081967213115,0.26373626373626374
YM-201636,-5.608053887331556,-2.732795614956395,2.875258272375161,0.04353041324872311,15,57,0.23684210526315788,0.24519230769230768
VU0155069,-2.435015860340134,-1.5353645858851814,0.8996512744549527,0.009015632255068875,5,9,0.21428571428571427,0.2857142857142857
methyldopa,-2.6547433423988007,-2.0718493314918534,0.5828940109069471,0.021765206624361554,8,13,0.2631578947368421,0.2564102564102564
BAY-11-7085,-3.0166689620085565,-2.7213595059833198,0.2953094560252369,0.01274957436929268,7,11,0.25,0.23684210526315788
NU-1025,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.005494505494505495,2,6,0.5,0.29411764705882354
dilazep,-1.7249520394370754,-1.4519196412997804,0.2730323981372951,0.01451013774957437,4,8,0.18181818181818182,0.18181818181818182
iloperidone,-0.5720107533057357,-1.8137320113664972,-1.2417212580607615,0.01274957436929268,4,4,0.3333333333333333,0.14285714285714285
macitentan,-2.9096755061374675,-2.403903985865085,0.5057715202723828,0.02197802197802198,4,9,0.6666666666666666,0.19230769230769232
S26948,-3.3092122261774817,-1.7181514204249226,1.5910608057525593,0.027046896765206625,11,15,0.125,0.2727272727272727
OMDM-2,-2.5900797038277936,-1.8011567128350205,0.7889229909927733,0.005494505494505495,2,4,0.5,0.15789473684210525
CG-400549,-2.6306875356880797,-1.46240500832352,1.1682825273645596,0.020004643244079863,5,17,0.16666666666666666,0.25
sasapyrine,-3.3386107622525203,-2.5249624259256156,0.8136483363269047,0.009015632255068875,8,10,0.35294117647058826,0.25
laropiprant,-2.7328992359346027,-2.412242267391891,0.3206569685427118,0.01274957436929268,6,7,0.5,0.19230769230769232
cytochlor,-1.9542900411959003,-1.1771387543830474,0.777151286812853,0.012536759015632256,6,5,0.14285714285714285,0.18181818181818182
pentacosanoic-acid,-2.3609509737357213,-2.0656415177104845,0.2953094560252369,0.016483516483516484,3,11,0.42857142857142855,0.2962962962962963
PSB-1115,-0.269667961275881,-1.8011567128350205,-1.5314887515591395,0.01098901098901099,2,7,0.4,0.20833333333333334
CGS-15943,-2.552635055880336,-1.8809978444717914,0.6716372114085444,0.03430196563999381,14,26,0.12962962962962962,0.28205128205128205
A66,-0.287026022649415,-2.0656415177104845,-1.7786154950610695,0.01098901098901099,3,6,0.6,0.23529411764705882
securinine,-3.204094112803698,-2.513623502420609,0.690470610383089,0.030568023525770004,17,23,0.14754098360655737,0.22727272727272727
nintedanib,-3.0988709410231734,-1.569425600689263,1.5294453403339103,0.016270701129856062,7,23,0.12903225806451613,0.3088235294117647
prazosin,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.005494505494505495,2,6,0.4,0.2777777777777778
TMPH,-0.6615559832659177,-2.1930447348250572,-1.5314887515591395,0.01098901098901099,3,7,0.6,0.22727272727272727
CV-1808,-3.910925487833973,-3.037992491641087,0.872932996192886,0.020004643244079863,10,19,0.2962962962962963,0.26666666666666666
GSK2636771,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.005494505494505495,2,6,0.5,0.2631578947368421
6-iodo-nordihydrocapsaicin,-0.6252884908040153,-2.403903985865085,-1.7786154950610695,0.01098901098901099,4,6,0.5,0.19047619047619047
BIBU-1361,-4.123073885504767,-2.717965578775191,1.4051083067295762,0.056976474229995355,40,29,0.11038961038961038,0.2826086956521739
ribitol,-0.280002257968764,-2.0823932878688205,-1.8023910299000565,0.02197802197802198,3,10,0.3333333333333333,0.17647058823529413
dasatinib,-2.52113494057983,-1.7212565161567381,0.7998784244230916,0.021765206624361554,7,14,0.16666666666666666,0.24444444444444444
etofibrate,-2.8299341781092497,-1.7212565161567381,1.1086776619525114,0.010776195635350566,7,6,0.21052631578947367,0.2631578947368421
thioguanine,-3.328962583580912,-2.3875755058455597,0.9413870777353521,0.03078083887943043,12,13,0.23333333333333334,0.2
PIK-75,-6.618065543017884,-2.8268212544607048,3.791244288557179,0.29254372388175204,17,272,0.17543859649122806,0.13821138211382114
levetiracetam,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.5,0.15789473684210525
pilaralisib,-2.743206521664715,-1.8011567128350205,0.9420498088296941,0.02197802197802198,2,12,0.2857142857142857,0.16
10058-F4,-0.4667869949314776,-1.8137320113664972,-1.3469450164350196,0.01274957436929268,4,8,0.3,0.24
galantamine,-2.7342000898253813,-1.8011567128350205,0.9330433769903606,0.01098901098901099,2,9,0.3333333333333333,0.25925925925925924
SEP-227900,0.00017740230982687955,-1.8011567128350205,-1.8013341151448474,0.016483516483516484,2,8,0.4,0.22727272727272727
LY2140023,-1.0436663359853207,-2.551028252356979,-1.5073619163716583,0.01098901098901099,4,8,0.4444444444444444,0.2608695652173913
alfacalcidol,-3.1330079340950316,-2.015376705952823,1.1176312281422085,0.021552391270701132,12,13,0.17647058823529413,0.2972972972972973
"4,4-pentamethylenepiperidine",-2.598201399559698,-2.403903985865085,0.1942974136946133,0.016483516483516484,4,12,0.4,0.2647058823529412
carebastine,-2.3891441785720198,-1.8011567128350205,0.5879874657369991,0.005494505494505495,2,5,0.5,0.19047619047619047
BMS-707035,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.5,0.17647058823529413
tyrphostin-AG-18,-2.8353977546394704,-2.1722175465296436,0.6631802081098267,0.01451013774957437,6,8,0.26666666666666666,0.21428571428571427
clarithromycin,-0.4144292397639877,-2.1930447348250572,-1.7786154950610695,0.016483516483516484,3,6,0.75,0.13043478260869565
BX-912,-4.406928853721358,-2.4210288402023656,1.9859000135189924,0.05254604550379199,17,60,0.10975609756097561,0.2804232804232804
ketanserin,-2.9280751262059797,-2.0656415177104845,0.8624336084954951,0.016483516483516484,3,15,0.375,0.24489795918367346
TTNPB,-2.296481948616455,-1.9141551121220681,0.38232683649438715,0.007255068874787185,4,8,0.16666666666666666,0.22580645161290322
SNAP-94847,-0.18882118643103785,-1.8011567128350205,-1.6123355264039827,0.005494505494505495,2,3,0.6666666666666666,0.16666666666666666
agmatine,-2.417715086072265,-2.1224056300470284,0.2953094560252369,0.018244079863798175,5,11,0.3076923076923077,0.21052631578947367
4-hydroxy-phenazone,-0.559435454774259,-1.8011567128350205,-1.2417212580607615,0.005494505494505495,2,4,0.5,0.1875
decamethonium,-2.830147628120747,-2.4232503688389975,0.4068972592817496,0.01098901098901099,4,10,0.26666666666666666,0.2857142857142857
benazepril,1.322318810047435,-0.18504310632422316,-1.5073619163716583,0.01098901098901099,1,8,0.3333333333333333,0.17647058823529413
NSC-9965,-2.652990592104607,-1.7412524192071488,0.9117381728974585,0.016270701129856062,7,22,0.2,0.29411764705882354
etofylline-clofibrate,-0.9255025486558627,-1.8011567128350205,-0.8756541641791579,0.005494505494505495,2,3,0.6666666666666666,0.15384615384615385
PD-0325901,-0.960687344422976,-2.551028252356979,-1.590340907934003,0.02197802197802198,4,7,0.5,0.08823529411764706
cephapirin,-0.49525588128452,-1.8011567128350205,-1.3059008315505005,0.005494505494505495,2,5,0.6666666666666666,0.25
GR-113808,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.01098901098901099,2,5,0.5,0.1875
mesna,-0.012397896221649773,-1.8137320113664972,-1.8013341151448474,0.018244079863798175,4,8,0.375,0.19230769230769232
baicalin,-2.152512711860935,-1.751381856508236,0.40113085535269905,0.007255068874787185,4,7,0.2,0.3
PHA-767491,-2.4725387769922342,-2.0656415177104845,0.4068972592817496,0.01098901098901099,3,10,0.5,0.3076923076923077
RS-67506,-0.26439815180305914,-1.8011567128350205,-1.5367585610319614,0.005494505494505495,2,5,0.5,0.23529411764705882
PF-04447943,-0.9326925628450986,-2.1930447348250572,-1.2603521719799586,0.005494505494505495,3,7,0.375,0.21428571428571427
docosanol,-0.2431756655273125,-1.7173032447851486,-1.474127579257836,0.020004643244079863,5,10,0.3,0.22580645161290322
abiraterone,-3.006693071151962,-2.1930447348250572,0.8136483363269047,0.01098901098901099,3,10,0.5,0.25806451612903225
tolfenamic-acid,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.005494505494505495,2,6,0.4,0.2777777777777778
GBR-12935,-0.5375506450001284,-1.8011567128350205,-1.2636060678348922,0.01098901098901099,2,6,0.3333333333333333,0.2222222222222222
NVP-TAE684,-6.83137380853241,-3.713720291230767,3.117653517301643,0.04331759789506268,27,65,0.1782178217821782,0.2564102564102564
acrivastine,-0.49525588128452,-1.8011567128350205,-1.3059008315505005,0.005494505494505495,2,5,0.6666666666666666,0.2222222222222222
canertinib,-6.057063075920926,-4.211397243739136,1.8456658321817896,0.08247562296858071,53,49,0.125,0.25925925925925924
