"","identifier","log2FoldChange","logCPM","LR","pvalue","padj","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other","Symbol"
"5865","ENSG00000140992",0.13124473471202,6.04818883918836,0.32403918141271,0.569190296372471,1,9606,5170,"NULL","16","16p13.3","3-phosphoinositide dependent protein kinase-1","protein-coding","PDPK1","3-phosphoinositide dependent protein kinase-1","O","3-phosphoinositide-dependent protein kin","PDPK1"
"5866","ENSG00000140993",0.0745577064915311,1.87679894564117,0.0552067591774161,0.814238858599312,1,9606,91151,"NULL","16","16p13.3","tigger transposable element derived 7","protein-coding","TIGD7","tigger transposable element derived 7","O","tigger transposable element-derived prot","TIGD7"
"5867","ENSG00000140995",0.200309688244376,5.89381971199387,0.784625636135161,0.375730178628475,1,9606,54849,"NULL","16","16q24.3","differentially expressed in FDCP 8 homolog (mouse)","protein-coding","DEF8","differentially expressed in FDCP 8 homolog (mouse)","O","DEF-8|differentially expressed in FDCP 8","DEF8"
"5868","ENSG00000141002",0.105929016992438,6.37253298069289,0.214962090167315,0.642905659745021,1,9606,22980,"FKSG26","16","16q24.3","transcription factor 25 (basic helix-loop-helix)","protein-coding","TCF25","transcription factor 25 (basic helix-loop-helix)","O","NULP1|TCF-25|nuclear localized protein 1","TCF25"
"5869","ENSG00000141012",0.192106955988164,4.73014332304694,0.541209372746422,0.461931954928772,1,9606,2588,"NULL","16","16q24.3","galactosamine (N-acetyl)-6-sulfate sulfatase","protein-coding","GALNS","galactosamine (N-acetyl)-6-sulfate sulfatase","O","N-acetylgalactosamine-6-sulfatase|N-acet","GALNS"
"5870","ENSG00000141013",0.0880673882063115,3.83698652512227,0.124291781316571,0.724425531202718,1,9606,2622,"NULL","16","16q24.3","growth arrest-specific 8","protein-coding","GAS8","growth arrest-specific 8","O","GAS-11|GAS-8|growth arrest specific 11|g","GAS8"
"5871","ENSG00000141026",0.178289618639176,4.12680735059207,0.56061597950904,0.454012161504103,1,9606,55090,"NULL","17","17p11.2","mediator complex subunit 9","protein-coding","MED9","mediator complex subunit 9","O","mediator of RNA polymerase II transcript","MED9"
"5872","ENSG00000141027",0.054253374290462,7.11088743888639,0.0528376307484884,0.818197159984375,1,9606,9611,"NULL","17","17p11.2","nuclear receptor corepressor 1","protein-coding","NCOR1","nuclear receptor corepressor 1","O","nuclear receptor co-repressor 1|thyroid ","NCOR1"
"5873","ENSG00000141030",-0.327982994634747,7.37695095270413,1.89436559460169,0.168710346531793,1,9606,8533,"NULL","17","17p11.2","COP9 signalosome subunit 3","protein-coding","COPS3","COP9 signalosome subunit 3","O","COP9 complex subunit 3|COP9 constitutive","COPS3"
"5874","ENSG00000141034",-0.0970317819548165,3.08412737853273,0.125769368930323,0.722859475475397,1,9606,79018,"NULL","17","17p11.2","GID complex subunit 4, VID24 homolog (S. cerevisiae)","protein-coding","GID4","GID complex subunit 4, VID24 homolog (S. cerevisiae)","O","glucose-induced degradation protein 4 ho","GID4"
"5875","ENSG00000141068",0.48347350291923,3.9652998713616,3.25553601845385,0.0711826603735764,1,9606,8844,"NULL","17","17q11.2","kinase suppressor of ras 1","protein-coding","KSR1","kinase suppressor of ras 1","O","kinase suppressor of Ras 1","KSR1"
"5876","ENSG00000141076",0.0555081339931467,7.4659188888726,0.0568821455077426,0.811493485236355,1,9606,84916,"NULL","16","16q22.1","cirrhosis, autosomal recessive 1A (cirhin)","protein-coding","CIRH1A","cirrhosis, autosomal recessive 1A (cirhin)","O","UTP4, small subunit (SSU) processome com","CIRH1A"
"5877","ENSG00000141084",0.210741838606472,5.20928212871488,0.763478237043877,0.382242204472697,1,9606,57610,"NULL","16","16q22.1","RAN binding protein 10","protein-coding","RANBP10","RAN binding protein 10","O","ran-binding protein 10","RANBP10"
"5878","ENSG00000141086",0.49439472128172,0.903111489573613,1.79229810008633,0.180646412901036,1,9606,1506,"NULL","16","16q22.1","chymotrypsin-like","protein-coding","CTRL","chymotrypsin-like","O","chymotrypsin-like protease CTRL-1","CTRL"
"5879","ENSG00000141098",0.190059227329972,4.88825037530138,0.541484341627817,0.461818217388583,1,9606,81577,"UNQ9430/PRO34691","16","16q22.1","glucose-fructose oxidoreductase domain containing 2","protein-coding","GFOD2","glucose-fructose oxidoreductase domain containing 2","O","glucose-fructose oxidoreductase domain-c","GFOD2"
"5880","ENSG00000141101",0.265248384908816,6.83365899708615,1.03938427221938,0.307964717137803,1,9606,28987,"MSTP158","16","16q22.3","NIN1/RPN12 binding protein 1 homolog (S. cerevisiae)","protein-coding","NOB1","NIN1/RPN12 binding protein 1 homolog (S. cerevisiae)","O","PSMD8 binding protein 1|RNA-binding prot","NOB1"
"5881","ENSG00000141127",-0.288634127907167,5.4248577379121,1.5056418764239,0.219805303629918,1,9606,5636,"NULL","17","17p11.2-p12","phosphoribosyl pyrophosphate synthetase-associated protein 2","protein-coding","PRPSAP2","phosphoribosyl pyrophosphate synthetase-associated protein 2","O","41 kDa phosphoribosypyrophosphate synthe","PRPSAP2"
"5882","ENSG00000141179",-0.104828846919095,4.98692399348741,0.197408254027882,0.6568210121314,1,9606,58488,"NULL","17","17q21-q24","phosphatidylcholine transfer protein","protein-coding","PCTP","phosphatidylcholine transfer protein","O","START domain-containing protein 2|StAR-r","PCTP"
"5883","ENSG00000141198",-0.290934489700383,4.84054193245321,1.51215576863845,0.218810429684996,1,9606,10040,"NULL","17","17q23.2","target of myb1 (chicken)-like 1","protein-coding","TOM1L1","target of myb1 (chicken)-like 1","O","Src activating and signaling molecule|TO","TOM1L1"
"5884","ENSG00000141219",-0.123704035875506,5.44933278639475,0.275257509173855,0.59982659666569,1,9606,55028,"HLC8","17","17q25.1","chromosome 17 open reading frame 80","protein-coding","C17orf80","chromosome 17 open reading frame 80","O","cell migration-inducing gene 3 protein|h","C17orf80"
"5885","ENSG00000141232",0.00986309171057286,6.23887230056741,0.00192149962256849,0.965035997045152,1,9606,10140,"NULL","17","17q21","transducer of ERBB2, 1","protein-coding","TOB1","transducer of ERBB2, 1","O","proliferation-inducing gene 49|protein T","TOB1"
"5886","ENSG00000141252",0.204809616519375,5.5343356793285,0.723428971994043,0.395021442388738,1,9606,55275,"PP13624","17","17p13.3","vacuolar protein sorting 53 homolog (S. cerevisiae)","protein-coding","VPS53","vacuolar protein sorting 53 homolog (S. cerevisiae)","O","vacuolar protein sorting-associated prot","VPS53"
"5887","ENSG00000141258",0.272274884508851,5.21048817514787,1.16183336477164,0.281085641001885,1,9606,9905,"NULL","17","17p13.3","small G protein signaling modulator 2","protein-coding","SGSM2","small G protein signaling modulator 2","O","RUN and TBC1 domain containing 1|RUN and","SGSM2"
"5888","ENSG00000141279",-0.036148406977643,6.48553250330714,0.0282113635459673,0.866612869233351,1,9606,9520,"NULL","17","17q21","aminopeptidase puromycin sensitive","protein-coding","NPEPPS","aminopeptidase puromycin sensitive","O","cytosol alanyl aminopeptidase|metallopro","NPEPPS"
"5889","ENSG00000141294",-0.527168095405418,0.516640272630689,2.096369654533,0.147649342750235,1,9606,90506,"NULL","17","17q21.32","leucine rich repeat containing 46","protein-coding","LRRC46","leucine rich repeat containing 46","O","leucine-rich repeat-containing protein 4","LRRC46"
"5890","ENSG00000141295",0.263456292814055,3.442089796512,0.70700666454482,0.40043932128437,1,9606,90507,"NULL","17","17q21.32","secernin 2","protein-coding","SCRN2","secernin 2","O","secernin-2","SCRN2"
"5891","ENSG00000141298",-0.0141975465090406,4.71868459892876,0.00365083185414816,0.951819446447211,1,9606,85464,"NULL","17","17q11.2","slingshot protein phosphatase 2","protein-coding","SSH2","slingshot protein phosphatase 2","O","SSH-2L|SSH-like protein 2|hSSH-2L|protei","SSH2"
"5892","ENSG00000141337",0.160801969881178,2.41100989769093,0.393700435230814,0.530360681158252,1,9606,22901,"UNQ839/PRO1777","17","17q24.2","arylsulfatase G","protein-coding","ARSG","arylsulfatase G","O","ASG","ARSG"
"5893","ENSG00000141349",0.339793319707642,4.95828665327894,1.66113220442379,0.197450525214664,1,9606,92579,"NULL","17","17q21.31","glucose 6 phosphatase, catalytic, 3","protein-coding","G6PC3","glucose 6 phosphatase, catalytic, 3","O","G-6-Pase 3|G6Pase 3|G6Pase-beta|glucose-","G6PC3"
"5894","ENSG00000141367",-0.0204487805936067,9.42215484778662,0.00891186571801583,0.92478928813198,1,9606,1213,"NULL","17","17q11-qter","clathrin, heavy chain (Hc)","protein-coding","CLTC","clathrin, heavy chain (Hc)","O","clathrin heavy chain 1|clathrin heavy ch","CLTC"
"5895","ENSG00000141376",-0.126034387079038,3.88457822825053,0.301073840319027,0.583210001259437,1,9606,54828,"NULL","17","17q23","breast carcinoma amplified sequence 3","protein-coding","BCAS3","breast carcinoma amplified sequence 3","O","BCAS4/BCAS3 fusion|breast carcinoma ampl","BCAS3"
"5896","ENSG00000141378",-0.0198792840149864,4.92332430254492,0.00723802923093331,0.932200486971944,1,9606,51651,"CGI-147","17","17q23.1","peptidyl-tRNA hydrolase 2","protein-coding","PTRH2","peptidyl-tRNA hydrolase 2","O","PTH 2|bcl-2 inhibitor of transcription 1","PTRH2"
"5897","ENSG00000141380",-0.174628960688957,6.44445437783653,0.577507344366612,0.447291024301795,1,9606,6760,"NULL","18","18q11.2","synovial sarcoma translocation, chromosome 18","protein-coding","SS18","synovial sarcoma translocation, chromosome 18","O","protein SSXT|synovial sarcoma translocat","SS18"
"5898","ENSG00000141385",0.0408996528530538,7.16638025644557,0.0350654205008674,0.851458640609231,1,9606,10939,"NULL","18","18p11","AFG3 ATPase family member 3-like 2 (S. cerevisiae)","protein-coding","AFG3L2","AFG3 ATPase family member 3-like 2 (S. cerevisiae)","O","AFG3 ATPase family gene 3-like 2|AFG3-li","AFG3L2"
"5899","ENSG00000141391",0.167651179333578,3.25928698391352,0.458476717961489,0.498336742780938,1,9606,10650,"NULL","18","18p11.21","slowmo homolog 1 (Drosophila)","protein-coding","SLMO1","slowmo homolog 1 (Drosophila)","O","erythroid differentiation and denucleati","SLMO1"
"5900","ENSG00000141401",0.0965445679142404,6.99039708119448,0.174727124173558,0.675944384941598,1,9606,3613,"NULL","18","18p11.2","inositol(myo)-1(or 4)-monophosphatase 2","protein-coding","IMPA2","inositol(myo)-1(or 4)-monophosphatase 2","O","IMP 2|IMPase 2|inosine monophosphatase 2","IMPA2"
"5901","ENSG00000141404",0.047718805401912,3.4111672563099,0.0365447236084453,0.848394958363072,1,9606,2774,"NULL","18","18p11.22-p11.21","guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type","protein-coding","GNAL","guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type","O","adenylate cyclase-stimulating G alpha pr","GNAL"
"5902","ENSG00000141424",-0.0281772763655488,5.54908483997732,0.0153898322482,0.901271123797975,1,9606,25800,"NULL","18","18q12.2","solute carrier family 39 (zinc transporter), member 6","protein-coding","SLC39A6","solute carrier family 39 (zinc transporter), member 6","O","LIV-1 protein, estrogen regulated|ZIP-6|","SLC39A6"
"5903","ENSG00000141425",-0.173469546338637,6.81760248426675,0.510932131116306,0.474735621845328,1,9606,55197,"NULL","18","18q12.2","regulation of nuclear pre-mRNA domain containing 1A","protein-coding","RPRD1A","regulation of nuclear pre-mRNA domain containing 1A","O","Cyclin-dependent kinase inhibitor 2B-rel","RPRD1A"
"5904","ENSG00000141428",-0.259140355216097,3.49556605144053,1.16747002920012,0.279921691818039,1,9606,83608,"PNAS-124","18","18q12.2","chromosome 18 open reading frame 21","protein-coding","C18orf21","chromosome 18 open reading frame 21","O","HBV X-transactivated gene 13 protein|HBV","C18orf21"
"5905","ENSG00000141429",-0.433000796125351,6.86972478161685,3.00682350370208,0.0829146295842646,1,9606,2589,"NULL","18","18q12.1","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)","protein-coding","GALNT1","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)","O","GalNAc transferase 1|UDP-GalNAc:polypept","GALNT1"
"5906","ENSG00000141441",-0.251169943671256,3.0011616258941,0.641714346515801,0.423090688451852,1,9606,64762,"NULL","18","18q12.1","GRB2 associated, regulator of MAPK1","protein-coding","GAREM","GRB2 associated, regulator of MAPK1","O","GRB2-associated and regulator of MAPK pr","GAREM"
"5907","ENSG00000141446",-0.383556365728742,5.59910663208094,2.77244531783349,0.0958995571002597,1,9606,114799,"NULL","18","18q11.2","establishment of sister chromatid cohesion N-acetyltransferase 1","protein-coding","ESCO1","establishment of sister chromatid cohesion N-acetyltransferase 1","O","CTF7 homolog 1|ECO1 homolog 1|EFO1p|ESO1","ESCO1"
"5908","ENSG00000141447",0.0899413602361098,4.17025337091681,0.143995567209066,0.704340750001821,1,9606,114876,"NULL","18","18q11.1","oxysterol binding protein-like 1A","protein-coding","OSBPL1A","oxysterol binding protein-like 1A","O","OSBP-related protein 1|oxysterol binding","OSBPL1A"
"5909","ENSG00000141448",0.0196577382635224,6.06383560198269,0.00694882087793047,0.933565620895303,1,9606,2627,"NULL","18","18q11.1-q11.2","GATA binding protein 6","protein-coding","GATA6","GATA binding protein 6","O","GATA-binding factor 6|transcription fact","GATA6"
"5910","ENSG00000141449",-0.319355515660367,5.85689432047662,1.33892316627524,0.247223959296366,1,9606,80000,"NULL","18","18q11.2","growth regulation by estrogen in breast cancer-like","protein-coding","GREB1L","growth regulation by estrogen in breast cancer-like","O","GREB1-like protein","GREB1L"
"5911","ENSG00000141452",-0.203751476696103,4.92624728128627,0.637865146497212,0.424484917403536,1,9606,29919,"NULL","18","18q11.2","chromosome 18 open reading frame 8","protein-coding","C18orf8","chromosome 18 open reading frame 8","O","colon cancer-associated protein Mic1|unc","C18orf8"
"5912","ENSG00000141456",0.450923350742617,7.10499086045377,2.63815737993389,0.104324478654481,1,9606,27043,"NULL","17","17p13.2","proline, glutamate and leucine rich protein 1","protein-coding","PELP1","proline, glutamate and leucine rich protein 1","O","modulator of non-genomic activity of est","PELP1"
"5913","ENSG00000141458",0.0759379447542124,6.46443066856101,0.116821524770593,0.732507701878103,1,9606,4864,"NULL","18","18q11.2","Niemann-Pick disease, type C1","protein-coding","NPC1","Niemann-Pick disease, type C1","O","Niemann-Pick C1 protein","NPC1"
"5914","ENSG00000141480",0.496587314608885,4.89161722473296,3.58992209279683,0.0581309683066089,1,9606,409,"NULL","17","17p13","arrestin, beta 2","protein-coding","ARRB2","arrestin, beta 2","O","arrestin 3|arrestin beta-2|beta-arrestin","ARRB2"
"5915","ENSG00000141485",0.410446598698435,4.8498161791691,2.04988735455446,0.152217451724948,1,9606,284111,"NULL","17","17p13.1","solute carrier family 13 (sodium-dependent citrate transporter), member 5","protein-coding","SLC13A5","solute carrier family 13 (sodium-dependent citrate transporter), member 5","O","Na(+)/citrate cotransporter|sodium-coupl","SLC13A5"
"5916","ENSG00000141499",0.109039260264032,5.03985340186732,0.205149816353837,0.650595784059123,1,9606,55135,"NULL","17","17p13.1","WD repeat containing, antisense to TP53","protein-coding","WRAP53","WD repeat containing, antisense to TP53","O","WD repeat-containing protein 79|WD40 pro","WRAP53"
"5917","ENSG00000141503",0.463170574233248,6.88687176811752,3.19165853406268,0.074014883511411,1,9606,50488,"NULL","17","17p13.2","misshapen-like kinase 1","protein-coding","MINK1","misshapen-like kinase 1","O","GCK family kinase MINK|MAPK/ERK kinase k","MINK1"
"5918","ENSG00000141504",-0.108801621549577,4.93509688005495,0.173365415016931,0.677138013860707,1,9606,112483,"NULL","17","17p13.1","spermidine/spermine N1-acetyltransferase family member 2","protein-coding","SAT2","spermidine/spermine N1-acetyltransferase family member 2","O","diamine N-acetyltransferase 2|diamine ac","SAT2"
"5919","ENSG00000141505",0.341127345586717,5.20808104400118,0.820585560890351,0.365009017219853,1,9606,432,"NULL","17","17p13.2","asialoglycoprotein receptor 1","protein-coding","ASGR1","asialoglycoprotein receptor 1","O","C-type lectin domain family 4 member H1|","ASGR1"
"5920","ENSG00000141510",0.262759837600553,6.97072736069061,1.38450743871429,0.239334856200276,1,9606,7157,"NULL","17","17p13.1","tumor protein p53","protein-coding","TP53","tumor protein p53","O","antigen NY-CO-13|cellular tumor antigen ","TP53"
"5921","ENSG00000141522",0.5280009871397,8.00934241127127,2.90579327022176,0.0882618195372354,1,9606,396,"NULL","17","17q25.3","Rho GDP dissociation inhibitor (GDI) alpha","protein-coding","ARHGDIA","Rho GDP dissociation inhibitor (GDI) alpha","O","rho GDI 1|rho GDP-dissociation inhibitor","ARHGDIA"
"5922","ENSG00000141524",0.410100140113419,6.14625962830327,2.26198043228691,0.132584411358566,1,9606,11322,"NULL","17","17q25.3","transmembrane channel-like 6","protein-coding","TMC6","transmembrane channel-like 6","O","epidermodysplasia verruciformis 1|epider","TMC6"
"5923","ENSG00000141526",0.75744510807021,6.82314291374024,4.23866777069724,0.0395131612378722,1,9606,9123,"NULL","17","17q25","solute carrier family 16, member 3 (monocarboxylic acid transporter 4)","protein-coding","SLC16A3","solute carrier family 16, member 3 (monocarboxylic acid transporter 4)","O","monocarboxylate transporter 3|monocarbox","SLC16A3"
"5924","ENSG00000141542",-0.0987513025048823,1.20385802142847,0.0946361456341118,0.758363977964629,1,9606,10966,"NULL","17","17q25.3","RAB40B, member RAS oncogene family","protein-coding","RAB40B","RAB40B, member RAS oncogene family","O","GTP-binding protein homologous to Saccha","RAB40B"
"5925","ENSG00000141543",-0.142572540293559,7.23098108651686,0.410561880942154,0.521684454495062,1,9606,9775,"NULL","17","17q25.3","eukaryotic translation initiation factor 4A3","protein-coding","EIF4A3","eukaryotic translation initiation factor 4A3","O","ATP-dependent RNA helicase DDX48|ATP-dep","EIF4A3"
"5926","ENSG00000141551",0.240726486105308,7.50107484537154,1.14121398554151,0.285395952361899,1,9606,1453,"NULL","17","17q25","casein kinase 1, delta","protein-coding","CSNK1D","casein kinase 1, delta","O","CKI-delta|CKId|casein kinase I isoform d","CSNK1D"
"5927","ENSG00000141552",0.112772414002566,6.60791362979664,0.235217312286579,0.627681967521523,1,9606,51529,"HSPC214","17","17q25.3","anaphase promoting complex subunit 11","protein-coding","ANAPC11","anaphase promoting complex subunit 11","O","APC11 anaphase promoting complex subunit","ANAPC11"
"5928","ENSG00000141556",0.100919524621133,5.3243053000299,0.171447842235576,0.678828257099964,1,9606,6904,"PP1096","17","17q25.3","tubulin folding cofactor D","protein-coding","TBCD","tubulin folding cofactor D","O","beta-tubulin cofactor D|tubulin-folding ","TBCD"
"5929","ENSG00000141560",0.103592106555582,5.0397825598189,0.18119460287333,0.67034862141436,1,9606,79672,"NULL","17","17q25.3","fructosamine 3 kinase related protein","protein-coding","FN3KRP","fructosamine 3 kinase related protein","O","FN3K-RP|FN3K-related protein|fructosamin","FN3KRP"
"5930","ENSG00000141562",-0.018582981065533,6.05526008740233,0.00581817561459275,0.939198750537891,1,9606,26502,"NULL","17","17q25.3","nuclear prelamin A recognition factor","protein-coding","NARF","nuclear prelamin A recognition factor","O","iron-only hydrogenase-like protein 2|pre","NARF"
"5931","ENSG00000141564",0.492666663473082,5.85175321386466,3.55949986869563,0.0592055747630161,1,9606,57521,"NULL","17","17q25.3","regulatory associated protein of MTOR, complex 1","protein-coding","RPTOR","regulatory associated protein of MTOR, complex 1","O","p150 target of rapamycin (TOR)-scaffold ","RPTOR"
"5932","ENSG00000141568",0.185628004746834,6.89785495925911,0.619969058675846,0.431058784180382,1,9606,3607,"NULL","17","17q25","forkhead box K2","protein-coding","FOXK2","forkhead box K2","O","FOXK1|cellular transcription factor ILF-","FOXK2"
"5933","ENSG00000141569",0.288925332158411,3.62594340266737,1.39353701279207,0.237808689887381,1,9606,201292,"NULL","17","17q25.1","tripartite motif containing 65","protein-coding","TRIM65","tripartite motif containing 65","O","tripartite motif-containing protein 65","TRIM65"
"5934","ENSG00000141570",0.558548057801796,4.22524553133325,3.36333383102218,0.066662985783055,1,9606,57332,"NULL","17","17q25.3","chromobox homolog 8","protein-coding","CBX8","chromobox homolog 8","O","Pc class 3 homolog|chromobox homolog 8 (","CBX8"
"5935","ENSG00000141574",0.325290827121692,1.42719889070191,0.609831727690775,0.43485117467111,1,9606,6398,"NULL","17","17q25","secreted and transmembrane 1","protein-coding","SECTM1","secreted and transmembrane 1","O","secreted and transmembrane protein 1|typ","SECTM1"
"5936","ENSG00000141576",0.256938373947462,5.50347315086309,0.963916937509616,0.326201977288136,1,9606,114804,"NULL","17","17q25.1","ring finger protein 157","protein-coding","RNF157","ring finger protein 157","O","RING finger protein 157","RNF157"
"5937","ENSG00000141577",0.459812652162402,4.16407290186092,3.08579464840953,0.0789786778608352,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CEP131"
"5938","ENSG00000141580",-0.0252890119712621,6.94783711585475,0.0133086443373374,0.908157327307609,1,9606,56270,"hCG_30378","17","17q25.3","WD repeat domain 45B","protein-coding","WDR45B","WD repeat domain 45B","O","WD repeat domain phosphoinositide-intera","WDR45B"
"5939","ENSG00000141582",0.33413308999056,5.815667982269,1.75287413027719,0.185515821765831,1,9606,8535,"NULL","17","17q25.3","chromobox homolog 4","protein-coding","CBX4","chromobox homolog 4","O","E3 SUMO-protein ligase CBX4|NS5ATP1-bind","CBX4"
"5940","ENSG00000141627",0.0600894808873775,3.84584377389707,0.0513861614489963,0.820668567897485,1,9606,54808,"NULL","18","18q21.1","dymeclin","protein-coding","DYM","dymeclin","O","dyggve-Melchior-Clausen syndrome protein","DYM"
"5941","ENSG00000141639",-0.0519439963620142,1.67335904044459,0.0177555823789017,0.893995610102145,1,9606,5596,"NULL","18","18q21.1","mitogen-activated protein kinase 4","protein-coding","MAPK4","mitogen-activated protein kinase 4","O","Erk3-related|MAP kinase 4|MAP kinase iso","MAPK4"
"5942","ENSG00000141642",-0.199000611035903,2.19414531845223,0.495578673347167,0.481449283607513,1,9606,55520,"NULL","18","18q21","elaC homolog 1 (E. coli)","protein-coding","ELAC1","elaC homolog 1 (E. coli)","O","RNase Z 1|deleted in Ma29|elaC homolog p","ELAC1"
"5943","ENSG00000141644",0.0397938558989753,5.56057150878448,0.0319341171114038,0.858172330777987,1,9606,4152,"NULL","18","18q21","methyl-CpG binding domain protein 1","protein-coding","MBD1","methyl-CpG binding domain protein 1","O","CXXC-type zinc finger protein 3|methyl-C","MBD1"
"5944","ENSG00000141646",-0.22357559789513,6.28584385550042,0.953268054452472,0.328888834910603,1,9606,4089,"NULL","18","18q21.1","SMAD family member 4","protein-coding","SMAD4","SMAD family member 4","O","MAD homolog 4|SMAD, mothers against DPP ","SMAD4"
"5945","ENSG00000141655",-0.433607022606906,0.668831974368238,1.61710874028719,0.203495404192586,1,9606,8792,"NULL","18","18q22.1","tumor necrosis factor receptor superfamily, member 11a, NFKB activator","protein-coding","TNFRSF11A","tumor necrosis factor receptor superfamily, member 11a, NFKB activator","O","loss of heterozygosity, 18, chromosomal ","TNFRSF11A"
"5946","ENSG00000141664",0.244300332199343,3.8050235500878,0.929524890424227,0.334986412439143,1,9606,54877,"NULL","18","18q21.33","zinc finger, CCHC domain containing 2","protein-coding","ZCCHC2","zinc finger, CCHC domain containing 2","O","zinc finger CCHC domain-containing prote","ZCCHC2"
"5947","ENSG00000141682",-0.464966091214555,3.03614101670964,2.93351810922523,0.0867582442294006,1,9606,5366,"NULL","18","18q21.32","phorbol-12-myristate-13-acetate-induced protein 1","protein-coding","PMAIP1","phorbol-12-myristate-13-acetate-induced protein 1","O","PMA-induced protein 1|adult T cell leuke","PMAIP1"
"5948","ENSG00000141696",0.030669105232832,4.34679560877365,0.0144069179246529,0.904460316964546,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P3H4"
"5949","ENSG00000141698",0.318223081825295,5.23702633854646,1.37566667401183,0.240840651658113,1,9606,115024,"NULL","17","17q21.2","5'-nucleotidase, cytosolic IIIB","protein-coding","NT5C3B","5'-nucleotidase, cytosolic IIIB","O","5'-nucleotidase, cytosolic III-like|7-me","NT5C3B"
"5950","ENSG00000141699",0.00298404146959708,5.26541283338987,0.000161872555221265,0.98984885676011,1,9606,162427,"NULL","17","17q21.2","family with sequence similarity 134, member C","protein-coding","FAM134C","family with sequence similarity 134, member C","O","protein FAM134C","FAM134C"
"5951","ENSG00000141736",0.122285548706547,6.69699617475115,0.255555102170078,0.613190437995926,1,9606,2064,"NULL","17","17q12","v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)","protein-coding","ERBB2","v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)","O","c-erb B2/neu protein|herstatin|metastati","ERBB2"
"5952","ENSG00000141738",0.160867371698429,1.99232806660914,0.30685997621745,0.579613451835458,1,9606,2886,"NULL","17","17q12","growth factor receptor-bound protein 7","protein-coding","GRB7","growth factor receptor-bound protein 7","O","B47|GRB7 adapter protein|epidermal growt","GRB7"
"5953","ENSG00000141741",-0.0706938334896972,4.32186778953074,0.0876965321085306,0.767126220193252,1,9606,84299,"NULL","17","17q12","migration and invasion enhancer 1","protein-coding","MIEN1","migration and invasion enhancer 1","O","HBV X-transactivated gene 4 protein|HBV ","MIEN1"
"5954","ENSG00000141753",0.320853201956472,4.49294267110642,1.1770339981469,0.277960642742238,1,9606,3487,"NULL","17","17q12-q21.1","insulin-like growth factor binding protein 4","protein-coding","IGFBP4","insulin-like growth factor binding protein 4","O","IBP-4|IGF-binding protein 4|insulin-like","IGFBP4"
"5955","ENSG00000141756",0.551080034595112,5.53379324994214,3.86473929899407,0.049310853956247,1,9606,60681,"PSEC0056","17","17q21.2","FK506 binding protein 10, 65 kDa","protein-coding","FKBP10","FK506 binding protein 10, 65 kDa","O","65 kDa FK506-binding protein|65 kDa FKBP","FKBP10"
"5956","ENSG00000141759",0.0475203051973749,6.27703130641512,0.0486804991588663,0.825375418412115,1,9606,10907,"NULL","18","18q23","thioredoxin-like 4A","protein-coding","TXNL4A","thioredoxin-like 4A","O","DIM1 protein homolog|spliceosomal U5 snR","TXNL4A"
"5957","ENSG00000141858",0.282377425433054,4.93672327794691,1.00881617471438,0.315186614019521,1,9606,90378,"NULL","19","19p13.12","sterile alpha motif domain containing 1","protein-coding","SAMD1","sterile alpha motif domain containing 1","O","SAM domain containing 1|atherin|sterile ","SAMD1"
"5958","ENSG00000141867",0.160175721106,6.73514942171304,0.413360557069137,0.520268728737931,1,9606,23476,"NULL","19","19p13.1","bromodomain containing 4","protein-coding","BRD4","bromodomain containing 4","O","bromodomain-containing 4|bromodomain-con","BRD4"
"5959","ENSG00000141873",0.395511275227918,4.62906238913797,1.25773706567794,0.262079868200542,1,9606,29985,"NULL","19","19p13.3","solute carrier family 39 (zinc transporter), member 3","protein-coding","SLC39A3","solute carrier family 39 (zinc transporter), member 3","O","ZIP-3|solute carrier family 39 member 3|","SLC39A3"
"5960","ENSG00000141905",0.684915313588557,4.36690960618603,5.25904839791862,0.021832953205542,1,9606,4782,"NULL","19","19p13.3","nuclear factor I/C (CCAAT-binding transcription factor)","protein-coding","NFIC","nuclear factor I/C (CCAAT-binding transcription factor)","O","CCAAT-box-binding transcription factor|N","NFIC"
"5961","ENSG00000141933",0.659978038224592,3.02928705406109,2.64226036725426,0.104055401273637,1,9606,91978,"NULL","19","19p13.3","tubulin polyglutamylase complex subunit 1","protein-coding","TPGS1","tubulin polyglutamylase complex subunit 1","O","gene trap ROSA b-geo 22","TPGS1"
"5962","ENSG00000141956",0.227557715234053,3.23982820721341,0.74634270978685,0.387636626582738,1,9606,63977,"NULL","21","21q22.3","PR domain containing 15","protein-coding","PRDM15","PR domain containing 15","O","PR domain zinc finger protein 15|PR doma","PRDM15"
