StructID,MoAs,Targets
ST26434,GABA uptake inhibitor,GABRA3
ST26435,GABA uptake inhibitor,SLC6A1
ST26436,Glucokinase activator,GCK
ST26437,Glucosidase inhibitor,GAA|MGAM|AMY2A
ST26438,Glucosidase inhibitor,GAA|MGAM|AMY2A
ST26439,Glucosidase inhibitor,GAA|MGAM|AMY2A
ST26440,Glucosidase inhibitor,GAA|GBA
ST26441,Glucosidase inhibitor,GAA|MGAM
ST26442,Glucosidase inhibitor,GAA|MGAM
ST26443,Glucosidase inhibitor,XDH
ST26444,Glucosidase inhibitor,GAA|MGAM
ST26445,IP receptor activator,PTGIR
ST26446,IP receptor activator|PPAR receptor agonist,PTGIR|PPARD
ST26447,Interleukin inhibitor,IL1B|TNF
ST26448,Interleukin inhibitor,IL1B|TNF
ST26449,Interleukin inhibitor,IL1B
ST26450,Interleukin inhibitor|Anti-inflammatory agent,NR1I2|IL1B|TNF
ST26451,Leukotriene inhibitor,ALOX5AP
ST26452,Leukotriene inhibitor,LTA4H|RNPEP
ST26453,Lipoxygenase inhibitor|Leukotriene inhibitor,ALOX5
ST26454,Microtubule inhibitor,TUBB|TUBB1
ST26455,Microtubule inhibitor,TUBB|TUBB1
ST26456,Microtubule inhibitor,TUBB
ST26457,Microtubule inhibitor,DNMT1
ST26458,NGF binding inhibitor,NGFR|NGF
ST26459,PPAR receptor agonist,PPARD
ST26460,PPAR receptor agonist,PPARA|PPARG|PPARD
ST26461,PPAR receptor agonist,PPARG
ST26462,PPAR receptor agonist,PPARG
ST26463,PPAR receptor agonist,PPARA
ST26464,PPAR receptor agonist,PPARA
ST26465,PPAR receptor agonist,PPARA
ST26466,PPAR receptor agonist,PPARG
ST26467,PPAR receptor agonist,PPARA
ST26468,Beta amyloid inhibitor|PPAR receptor agonist,CA1
ST26469,PPAR receptor agonist,PPARA
ST26470,PPAR receptor agonist,PPARG
ST26471,PPAR receptor agonist,PPARD
ST26472,Cannabinoid receptor agonist|Glucose dependent insulinotropic receptor agonist|Potassium channel blocker|PPAR receptor agonist,PPARA|GPR119
ST26473,PPAR receptor agonist,PPARA
ST26474,Cyclooxygenase inhibitor|PPAR receptor agonist,PTGS2
ST26475,Cyclooxygenase inhibitor|PPAR receptor agonist,PTGS2
ST26476,Sigma receptor ligand,SIGMAR1
ST26477,TRPA1 channel blocker,TRPA1
ST26478,Tachykinin antagonist,TACR1
ST26479,Tachykinin antagonist,TACR1
ST26480,Tachykinin antagonist,TACR1
ST26481,Tachykinin antagonist,TACR1
ST26482,Tachykinin antagonist,TACR1
ST26483,Tachykinin antagonist,TACR2|TAC1
ST26484,Tachykinin antagonist,TACR1
ST26485,Tachykinin antagonist,TACR1
ST26486,Tachykinin antagonist,TACR1
ST26487,Tachykinin antagonist,TACR3
ST26488,Tachykinin antagonist,TACR3
ST26489,Tachykinin antagonist,TACR1
ST26490,Tachykinin antagonist,TACR1
ST26491,Tachykinin antagonist,TACR3
ST26492,Thioredoxin inhibitor,TP53
ST26493,Thioredoxin inhibitor,TXN|TXNRD1
ST26494,WEE1 kinase inhibitor,WEE1
ST26495,11-beta-HSD1 inhibitor,HSD11B2|HSD11B1
ST26496,11-beta-HSD1 inhibitor,HSD11B2|HSD11B1
ST26497,11-beta-HSD1 inhibitor,HSD11B1
ST26498,11-beta-HSD1 inhibitor,HSD11B1
ST26499,11-beta-HSD1 inhibitor,HSD11B1
ST26500,11-beta-HSD1 inhibitor,HSD11B1
ST26501,11-beta-HSD1 inhibitor,HSD11B1
ST26502,11-beta-HSD1 inhibitor,CSNK2A1
ST26503,ATP synthase inhibitor,CYCS
ST26504,ATP synthase inhibitor,CYCS
ST26505,ATP synthase inhibitor,CYCS
ST26506,Angiogenesis inhibitor,EGFR
ST26507,Tumor necrosis factor production inhibitor|Angiogenesis inhibitor,TNF|CRBN
ST26508,Angiotensin antagonist,AGTR2
ST26509,Angiotensin antagonist,AGTR2
ST26510,Acetylcholinesterase inhibitor|Beta amyloid inhibitor,APP|ACHE|BCHE
ST26511,Beta amyloid inhibitor,APP
ST26512,Beta amyloid inhibitor,APP
ST26513,Beta amyloid inhibitor,APP
ST26514,Beta-catenin inhibitor,CTNNB1
ST26515,Beta-catenin inhibitor,CTNNB1|TCF4
ST26516,Cytochrome P450 inhibitor|Corticosteroid agonist|Glucocorticoid receptor agonist,NR3C1
ST26517,Corticosteroid agonist|Glucocorticoid receptor agonist,NR3C1
ST26518,Corticosteroid agonist|Glucocorticoid receptor agonist,NR3C1
ST26519,Corticosteroid agonist|Glucocorticoid receptor agonist,NR3C1
ST26520,Corticosteroid agonist|Glucocorticoid receptor agonist,NR3C1
ST26521,Folate receptor ligand,FOLR2
ST26522,Gap junction modulator,HSD11B1
ST26523,Potassium channel blocker|Sodium channel blocker|HCN channel antagonist,HCN4|HCN3|HCN1
ST26524,HIV protease inhibitor,CYP3A4
ST26525,HIV protease inhibitor,CYP2C19|CYP2D6|CYP2B6|CYP2C9|CYP3A4|CYP1A2
ST26526,HIV protease inhibitor,CYP3A5|CYP3A4|CYP3A7
ST26527,HIV protease inhibitor,CYP2C19|CYP2D6|CYP2B6|CYP3A7|CYP2C9|CYP3A4|CYP1A2
ST26528,HIV protease inhibitor,CYP2C19|CYP2D6|CYP2B6|CYP3A7|CYP2C9|CYP3A4|CYP1A2
ST26529,HIV protease inhibitor,CYP2C19|CYP3A5|CYP2D6|CYP2B6|CYP3A7|CYP2E1|CYP2C9|CYP3A4|CYP1A2|CYP2C8
ST26530,HIV protease inhibitor,CYP2C19|CYP3A5|CYP2D6|CYP2B6|CYP3A7|CYP2E1|CYP2C9|CYP3A4|CYP1A2|CYP2C8
ST26531,Ion channel antagonist,VDAC2
ST26532,LDL receptor activator,LDLR
ST26533,Lipoxygenase inhibitor,ALOX5
ST26534,Lipoxygenase inhibitor,ALOX12
ST26535,Lipoxygenase inhibitor,ALOX5AP
ST26536,Lipoxygenase inhibitor,ALOX5
ST26537,TNF production inhibitor|HIV integrase inhibitor|Lipoxygenase inhibitor|NFKB pathway inhibitor|Nitric oxide production inhibitor|Tumor necrosis factor production inhibitor|PPAR receptor modulator,ALOX5
ST26538,Histone acetyltransferase inhibitor|Cyclooxygenase inhibitor|Lipoxygenase inhibitor|NFKB pathway inhibitor,PTGS1|PTGS2
ST26539,Histone acetyltransferase inhibitor|Cyclooxygenase inhibitor|Lipoxygenase inhibitor|NFKB pathway inhibitor,PTGS1|PTGS2
ST26540,Histone acetyltransferase inhibitor|Cyclooxygenase inhibitor|Lipoxygenase inhibitor|NFKB pathway inhibitor,PTGS1|PTGS2
ST26541,Lipoxygenase inhibitor,ALOX5
ST26542,Cyclooxygenase inhibitor|Lipoxygenase inhibitor,PPARA|PTGS1|PPARG|ALOX12
ST26543,Lipoxygenase inhibitor|Dopamine uptake inhibitor|Interleukin receptor antagonist|Cyclooxygenase inhibitor|Serotonin reuptake inhibitor,PTGS1|NR1I2|ALOX5
ST26544,Lipoxygenase inhibitor,ALOX5
ST26545,Cyclooxygenase inhibitor|Lipoxygenase inhibitor|Prostanoid receptor antagonist,PPARG|PTGS1|PTGS2|ALOX5
ST26546,Lipoxygenase inhibitor|Leukotriene receptor antagonist,ALOX5
ST26547,Mucus protecting agent,GAST
ST26548,Mucus protecting agent,CBR1
ST26549,NFKB pathway inhibitor,NFKBIA
ST26550,NFKB pathway inhibitor,CCL7|CCL2|CCL8
ST26551,NFKB pathway inhibitor,TNF|NFKB1
ST26552,NFKB pathway inhibitor,MLNR
ST26553,NFKB pathway inhibitor,MLNR
ST26554,Protein synthesis inhibitor|Cytochrome P450 inhibitor|NFKB pathway inhibitor|Motilin receptor agonist,ALB|KCNH2|MLNR|CYP51A1|CYP3A4|ABCB1|SLC47A1
ST26555,Cyclooxygenase inhibitor|NFKB pathway inhibitor,PTGS2
ST26556,Farnesyltransferase inhibitor|NFKB pathway inhibitor,IKBKB|FNTA
ST26557,Farnesyltransferase inhibitor|NFKB pathway inhibitor,IKBKB|FNTA
ST26558,NFKB pathway inhibitor,HSD11B1
ST26559,NFKB pathway inhibitor,PTGS1
ST26560,NUR77 receptor agonist,NR4A1
ST26561,Nitric oxide stimulant|Guanylate cyclase stimulant,GUCY1B1|GUCY1A1
ST26562,Nitric oxide stimulant|Phenylalanine 4-hydroxylase stimulant|Nitric oxide synthase stimulant,TH|PAH
ST26563,Prostagladin inhibitor,PTGS1
ST26564,Prostagladin inhibitor,PTGS1
ST26565,Sigma receptor agonist,SIGMAR1
ST26566,Sigma receptor agonist,SIGMAR1
ST26567,Sigma receptor agonist|Sigma receptor antagonist,DRD2|SIGMAR1
ST26568,Sigma receptor agonist,SIGMAR1
ST26569,Sodium channel blocker,CYP3A4
ST26570,Sodium channel blocker,ASIC1|SCNN1B|SCNN1A|ASIC2|SCNN1G
ST26571,Sodium channel blocker,SLC8A1|SCNN1D|SCNN1B|SCNN1A|PKD2L1|SCNN1G
ST26572,Sodium channel blocker,SCN10A
ST26573,Calcium channel blocker|Sodium channel blocker,CACNA1B
ST26574,Sodium channel blocker,SCN5A
ST26575,Sodium channel blocker,SCN5A
ST26576,Sodium channel blocker,SCN5A
ST26577,Sodium channel blocker,SCN5A
ST26578,Calcium channel modulator|Sodium channel blocker,MTOR
ST26579,Collapsin response mediator protein stimulant|Sodium channel blocker|Collapsin response mediator protein inhibitor,SCN10A|SCN1A|SCN9A|SCN3A
ST26580,Serotonin receptor antagonist|Sodium channel blocker,SCN2A|SCN1A|SCN3A
ST26581,Sodium channel blocker,INS
ST26582,Sodium channel blocker,SCN5A
ST26583,Sodium channel blocker,SCN5A
ST26584,Sodium channel blocker,SCN5A|SCN1A|SCN3A
ST26585,Sodium channel blocker,SCN1A
ST26586,Sodium channel blocker,SCN5A
ST26587,Sodium channel blocker,SCN5A
ST26588,Sodium channel blocker,SCN5A
ST26589,Sodium channel blocker,SCN5A|SCN9A
ST26590,Sodium channel blocker,SCN5A
ST26591,Sodium channel blocker,SCNN1A|SCNN1G|SCNN1B
ST26592,Phosphodiesterase inhibitor|Sodium channel blocker,PDE1A
ST26593,Phosphodiesterase inhibitor|Sodium channel blocker,PDE1A
ST26594,Phosphodiesterase inhibitor|Sodium channel blocker,PDE1A
ST26595,T-type calcium channel blocker|Sodium channel blocker,SCN9A|SCN3A|SCN2A|SCN5A|CA1|CA12|SCN1A|SCN4A|SCN11A|CA7
ST26596,T-type calcium channel blocker|Sodium channel blocker,SCN9A|SCN3A|SCN2A|SCN5A|CA1|CA12|SCN1A|SCN4A|SCN11A|CA7
ST26597,Anti-inflammatory agent,PTGS1|PTGS2
ST26598,Atherogenesis inhibitor,ABCA1
ST26599,Aurora kinase inhibitor,AURKA
ST26600,Aurora kinase inhibitor,AURKA|AURKB
ST26601,Aurora kinase inhibitor|Growth factor receptor inhibitor,FGFR1|AURKC|AURKB|RET|AURKA|NTRK1
ST26602,Aurora kinase inhibitor,CDK6
ST26603,Aurora kinase inhibitor,AURKC|AURKB
ST26604,Aurora kinase inhibitor,AURKA
ST26605,Aurora kinase inhibitor,AURKA|AURKB
ST26606,Aurora kinase inhibitor,AURKB
ST26607,Aurora kinase inhibitor,AURKA|AURKC|AURKB
ST26608,Aurora kinase inhibitor,AURKA|AURKB
ST26609,CCK receptor antagonist,CXCR3
ST26610,CCK receptor antagonist,CCKBR|CCKAR
ST26611,CCK receptor antagonist,CCKAR
ST26612,CCK receptor antagonist,CCKAR
ST26613,CCK receptor antagonist,CCKBR|CCKAR
ST26614,CCK receptor antagonist,CCKBR
ST26615,CCK receptor antagonist,CCKBR
ST26616,CCK receptor antagonist,CCR5
ST26617,CCK receptor antagonist,CCR2
ST26618,CCK receptor antagonist,CXCR2|CXCR1
ST26619,CCK receptor antagonist,CXCR4
ST26620,CCK receptor antagonist,CCKBR|CCKAR
ST26621,CCK receptor antagonist,CXCR2|CXCR1
ST26622,CCK receptor antagonist,CCR2
ST26623,CCK receptor antagonist,CXCR2
ST26624,CCK receptor antagonist,CCKAR
ST26625,CCK receptor antagonist,CCR5
ST26626,CRF receptor antagonist,CRHR1
ST26627,Calcium channel blocker,HRH1
ST26628,Calcium channel blocker,CACNA2D1|CACNA1D|CACNA1C|CACNA1S
ST26629,Calcium channel blocker,CACNA1G|CACNA1C
ST26630,Adrenergic receptor antagonist|Calcium channel blocker,ADRA1A
ST26631,Calcium channel blocker,CACNA1B
ST26632,Calcium channel blocker,HRH1
ST26633,Calcium channel blocker,CACNA1D|CACNA1F|CACNA1C|CACNA1S
ST26634,Calcium channel blocker,RYR1
ST26635,Calcium channel blocker,CACNA1C
ST26636,Calcium channel blocker,CACNA1C
ST26637,Calcium channel blocker,CACNA1C
ST26638,Calcium channel blocker,NR3C2|CACNA1D|CACNA1C|CACNA1S
ST26639,Calcium channel blocker,CACNA1G|CACNA1H
ST26640,Calcium channel blocker,CACNA1B|CACNA2D1|CACNA2D2
ST26641,Calcium channel blocker,CACNA1D|CACNA1C|CACNA2D1|CACNA1F|CACNA1S
ST26642,Calcium channel blocker,CACNA1D|CACNA1C|CACNA2D1|CACNA1F|CACNA1S
ST26643,Calcium channel blocker,CACNA1C
ST26644,Calcium channel blocker,CACNA1C
ST26645,Calcium channel blocker,CACNA1B|SV2A
ST26646,Calcium channel blocker,CACNA1C
ST26647,Calcium channel blocker,ORAI1
ST26648,Calcium channel blocker,CACNA1C
ST26649,Calcium channel blocker,CACNA1C
ST26650,Calcium channel blocker,CACNA1D|CACNA1C|CACNA2D1|CACNA1F|CACNA1S
ST26651,Calcium channel blocker,CACNA1D|CACNA1C|CACNA2D1|CACNA1F|CACNA1S
ST26652,Adrenergic receptor antagonist|Calcium channel blocker,ADRA1A|CACNA1C
ST26653,Adrenergic receptor antagonist|Calcium channel blocker,ADRA1A|CACNA1C
ST26654,Calcium channel blocker,CACNA1D|CACNA1C
ST26655,Calcium channel blocker,CACNA1D|CACNA1C|NR3C2|CACNA1F|CACNA1S
ST26656,Calcium channel blocker,CACNA1D|CACNA1C|NR3C2|CACNA1F|CACNA1S
ST26657,Calcium channel blocker,CACNA1D|CACNA1C|CACNA1S
ST26658,Calcium channel blocker,CACNA1D|CACNA1C|CACNA1S
ST26659,Calcium channel blocker,CACNA2D1|CACNA1D|CACNA1C
ST26660,Calcium channel blocker,CACNA2D1|CACNA1D|CACNA1C
ST26661,Calcium channel blocker,CACNA1C
ST26662,Calcium channel blocker,RYR1
ST26663,Calcium channel blocker,TRPC1|CYP3A4
ST26664,Calcium channel blocker,CACNA1D|CACNA1G|CACNA1C|CACNA1S
ST26665,Calcium channel blocker,CACNA1G|CACNA1H|CACNA1I
ST26666,Casein kinase inhibitor,CSNK2A2|CSNK2A1
ST26667,Casein kinase inhibitor,CSNK2A1
ST26668,DNA synthesis inhibitor,CYP2B6
ST26669,DNA synthesis inhibitor,CYP2B6
ST26670,DNA synthesis inhibitor|Thymidylate synthase inhibitor,TYMS
ST26671,DNA synthesis inhibitor|Thymidylate synthase inhibitor,TYMS
ST26672,DNA synthesis inhibitor|Thymidylate synthase inhibitor,TYMS
ST26673,DNA synthesis inhibitor,RRM1
ST26674,DNA synthesis inhibitor,RRM1
ST26675,DNA synthesis inhibitor,RRM1
ST26676,DNA synthesis inhibitor,CYP2A6|CYP3A4|CYP2A13|CYP1A1|CYP1A2
ST26677,DNA synthesis inhibitor,FSHR|RYR1|P2RY2
ST26678,Dehydrogenase inhibitor,PPAT
ST26679,Enkephalinase inhibitor,MME
ST26680,Membrane permeability inhibitor|Membrane integrity inhibitor|GABA receptor modulator,GABRQ|GABRA1|GABRB1|GABRE|GABRA6|GABRB3|GABRG1|GABRG2|GABRA5|GABRB2|GABRA2|GABRP|GABRA4|GABRD|GABRA3|GABRG3
ST26681,GABA receptor modulator,NR1I3
ST26682,GABA receptor modulator,GABBR1
ST26683,GABA receptor positive allosteric modulator|GABA receptor modulator,GABBR1
ST26684,GABA receptor modulator,GABRA1
ST26685,GABA receptor antagonist|GABA receptor modulator,GABRA1
ST26686,Membrane permeability inhibitor|Membrane integrity inhibitor|GABA receptor modulator,GABRQ|GABRA1|GABRB1|GABRE|GABRA6|GABRB3|GABRG1|GABRG2|GABRA5|GABRB2|GABRA2|GABRP|GABRA4|GABRD|GABRA3|GABRG3
ST26687,GABA receptor modulator,GABBR1
ST26688,GABA receptor modulator,GABRQ|GABRA1|GABRB1|GABRE|GABRA6|GABRB3|GABRG1|GABRG2|GABRA5|GABRB2|GABRA2|GABRP|GABRA4|GABRD|GABRA3|GABRG3
ST26689,Barbiturate antiepileptic|GABA receptor modulator,GABRQ|GABRA1|GABRB1|GABRE|GABRA6|GABRB3|GABRG1|GABRG2|GABRA5|GABRB2|GABRA2|GABRP|GABRA4|GABRD|GABRA3|GABRG3
ST26690,GABA receptor modulator,GABRA6|GABRA3|GABRA5
ST26691,GABA receptor modulator,GABRA1
ST26692,HIV integrase inhibitor,CYP3A5|CYP3A7|UGT1A1|CYP3A4|POU2F2
ST26693,Hydantoin antiepileptic,SCN5A
ST26694,Hydantoin antiepileptic,SCN5A
ST26695,Hydantoin antiepileptic,SCN2A|SCN5A|SCN1A
ST26696,NADPH oxidase inhibitor,NOX4
ST26697,Opioid receptor agonist,OPRK1
ST26698,Opioid receptor agonist|Opioid receptor antagonist,OPRD1|OPRM1|OPRK1
ST26699,Opioid receptor agonist,OPRD1
ST26700,Opioid receptor agonist,OPRD1
ST26701,Opioid receptor agonist,OPRM1|OPRL1
ST26702,Opioid receptor agonist,OPRM1
ST26703,Opioid receptor agonist,OPRM1
ST26704,Opioid receptor agonist,OPRM1
ST26705,Opioid receptor agonist,OPRK1
ST26706,Opioid receptor agonist,OPRK1
ST26707,Opioid receptor agonist,OPRK1
ST26708,Opioid receptor agonist,OPRD1|OPRM1
ST26709,Opioid receptor agonist,OPRD1|OPRM1
ST26710,Opioid receptor agonist,OPRK1
ST26711,Opioid receptor agonist|Cyclooxygenase inhibitor,PTGS1
ST26712,Opioid receptor agonist|Opioid receptor antagonist,OPRD1|OPRM1|OPRK1
ST26713,Opioid receptor agonist|Opioid receptor antagonist,OPRD1|OPRM1|OPRK1
ST26714,Opioid receptor agonist|Opioid receptor antagonist,OPRD1|OPRM1|OPRK1
ST26715,Opioid receptor agonist,OPRL1
ST26716,Opioid receptor agonist,OPRL1
ST26717,Opioid receptor agonist,OPRK1
ST26718,Opioid receptor agonist,OPRK1
ST26719,Opioid receptor agonist,OPRM1|SLC6A2
ST26720,Opioid receptor agonist|Serotonin reuptake inhibitor|Norepinephrine reputake inhibitor,OPRM1|SLC6A2|SLC6A4
ST26721,Opioid receptor agonist|Serotonin reuptake inhibitor|Norepinephrine reputake inhibitor,OPRM1|SLC6A2|SLC6A4
ST26722,Opioid receptor agonist,OPRD1|OPRM1|OPRK1
ST26723,Opioid receptor agonist,OPRK1
ST26724,Phospholipase activator,NR3C1
ST26725,Phospholipase activator,NR3C1
ST26726,Phospholipase inhibitor,PLD2
ST26727,Phospholipase inhibitor,PLA2G7
ST26728,Glucocorticoid receptor agonist|Phospholipase inhibitor,NR3C1
ST26729,Phospholipase inhibitor,PLA2G1B
ST26730,Phospholipase inhibitor,PLA2G1B
ST26731,Phosphorylase inhibitor,PYGL
ST26732,RNA synthesis inhibitor|Thymidylate synthase inhibitor,TYMS|DPYD
ST26733,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A
ST26734,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A
ST26735,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A
ST26736,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A
ST26737,RNA synthesis inhibitor|Topoisomerase inhibitor,TOP2A
ST26738,RNA synthesis inhibitor,NR1I2
ST26739,RNA synthesis inhibitor,NR1I2
ST26740,Topoisomerase inhibitor,TOP2A
ST26741,Topoisomerase inhibitor,TOP2A
ST26742,Topoisomerase inhibitor,TOP2A
ST26743,Topoisomerase inhibitor,PLA2G1B
ST26744,Topoisomerase inhibitor,TOP2A
ST26745,Topoisomerase inhibitor,TOP1
ST26746,Topoisomerase inhibitor,TOP1
ST26747,Topoisomerase inhibitor,TOP2A
ST26748,Topoisomerase inhibitor,TOP2A
ST26749,Topoisomerase inhibitor,TOP2A
ST26750,Topoisomerase inhibitor,TOP2A
ST26751,Topoisomerase inhibitor,TOP2A|TOP2B
ST26752,Topoisomerase inhibitor,TOP2A
ST26753,Topoisomerase inhibitor,TOP2A
ST26754,Topoisomerase inhibitor,TOP2A|TOP2B
ST26755,Topoisomerase inhibitor,TOP2A|TOP2B
ST26756,Topoisomerase inhibitor,TOP2A|TOP2B
ST26757,Topoisomerase inhibitor,TOP2A|TOP2B
ST26758,Topoisomerase inhibitor,TOP2A|TOP2B
ST26759,Topoisomerase inhibitor,TOP2A|TOP2B
ST26760,Topoisomerase inhibitor,TOP2A
ST26761,Topoisomerase inhibitor,TOP2A
ST26762,Topoisomerase inhibitor,TOP1
ST26763,Topoisomerase inhibitor,TOP2A
ST26764,Topoisomerase inhibitor,TOP2A
ST26765,Topoisomerase inhibitor,TOP2A
ST26766,Topoisomerase inhibitor,TOP1
ST26767,Topoisomerase inhibitor,TOP1
ST26768,Topoisomerase inhibitor,TOP1
ST26769,Topoisomerase inhibitor,TOP2A
ST26770,Topoisomerase inhibitor,TOP1
ST26771,Topoisomerase inhibitor,TOP1
ST26772,Topoisomerase inhibitor,TOP2A
ST26773,Anti-amyloidogenic agent|Dopamine receptor agonist,DRD2|DRD1
ST26774,Anti-amyloidogenic agent|Gamma secretase inhibitor,PSEN1
ST26775,Beta secretase inhibitor,BACE1
ST26776,CFTR channel potentiator,CFTR
ST26777,Cardiac myosin activator|Unidentified pharmacological activity,MYBPC3
ST26778,Cholinesterase inhibitor,ACHE
ST26779,Cholinesterase inhibitor,ACHE
ST26780,Acetylcholinesterase inhibitor|Cholinesterase inhibitor,ACHE
ST26781,Acetylcholinesterase inhibitor|Cholinesterase inhibitor,ACHE
ST26782,Cyclooxygenase inhibitor,PPARG|PTGS1|PTGDR2|PTGS2
ST26783,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26784,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26785,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26786,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26787,Cyclooxygenase inhibitor,PTGS2
ST26788,Cyclooxygenase inhibitor,TP53|PTGS1|PTGS2
ST26789,Cyclooxygenase inhibitor,PTGS2
ST26790,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26791,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26792,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26793,Cyclooxygenase inhibitor,PTGS2
ST26794,Cyclooxygenase inhibitor,PTGS2
ST26795,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26796,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26797,Cyclooxygenase inhibitor,PTGS2
ST26798,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26799,Cyclooxygenase inhibitor,PTGS2
ST26800,Cyclooxygenase inhibitor,PTGS2
ST26801,Cyclooxygenase inhibitor,PTGS2
ST26802,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26803,Cyclooxygenase inhibitor,PTGS2
ST26804,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26805,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26806,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26807,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26808,Cyclooxygenase inhibitor|Platelet aggregation inhibitor,PTGS1|PTGS2
ST26809,Cyclooxygenase inhibitor|Prostanoid receptor antagonist,PTGS1|PTGS2
ST26810,Enoyl-acyl-carrier protein reductase inhibitor|Cyclooxygenase inhibitor,CYP2C19|CYP2E1|CYP3A4|CYP1A2|CYP2C8
ST26811,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26812,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26813,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26814,Cyclooxygenase inhibitor,PTGS2
ST26815,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26816,Cyclooxygenase inhibitor,PTGS2
ST26817,Cyclooxygenase inhibitor|Prostanoid receptor antagonist,PTGS1|PTGS2
ST26818,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26819,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26820,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26821,Cyclooxygenase inhibitor,PTGS2
ST26822,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26823,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26824,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26825,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26826,Cyclooxygenase inhibitor,CLCNKA|PTGS2
ST26827,Cyclooxygenase inhibitor,PTGS2|LTF
ST26828,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26829,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26830,Cyclooxygenase inhibitor,PTGS2|LTF
ST26831,Cyclooxygenase inhibitor,PTGS1
ST26832,Cyclooxygenase inhibitor|Prostanoid receptor antagonist,PTGS1|PTGS2
ST26833,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26834,Cyclooxygenase inhibitor,PTGS2
ST26835,Cyclooxygenase inhibitor,PTGS2
ST26836,Cyclooxygenase inhibitor,PTGS1
ST26837,Cyclooxygenase inhibitor,AKR1B1|PTGS1|PTGS2
ST26838,Cyclooxygenase inhibitor,AKR1B1|PTGS1|PTGS2
ST26839,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26840,Cyclooxygenase inhibitor,CLCA1
ST26841,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26842,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26843,Cyclooxygenase inhibitor,PTGS1|PTGS2
ST26844,Thromboxane synthase inhibitor|Cyclooxygenase inhibitor|Platelet aggregation inhibitor,PTGS1|PDE10A|NOS2|NFKB1
ST26845,Cyclooxygenase inhibitor,CA9
ST26846,Cyclooxygenase inhibitor,PTGS2
ST26847,DeltaF508-CFTR Corrector,CFTR
ST26848,GABA receptor antagonist,GABRQ|GABRA1|GABRB1|GABRE|GABRA6|GABRB3|GABRG1|GABRG2|GABRA5|GABRB2|GABRA2|GABRP|GABRA4|GABRD|GABRA3|GABRG3
ST26849,GABA receptor antagonist,GABBR1
ST26850,GABA receptor antagonist,GABBR1|GABBR2
ST26851,GABA receptor antagonist,GABBR1|GABBR2
ST26852,GABA receptor antagonist,GABRA1
ST26853,GABA receptor antagonist,GABRA1
ST26854,GABA receptor antagonist,GABBR1|SLC52A2|GABBR2
ST26855,GABA receptor antagonist,GLRB|GLRA2|GLRA3
ST26856,GABA receptor antagonist,GLRA3|GABRA1|GLRA2|GABRR1
ST26857,GABA receptor antagonist,GLRA3|GABRA1|GLRA2|GABRR1
ST26858,GABA receptor antagonist,GLRA3|GABRA1|GLRA2|GABRR1
ST26859,GABA receptor antagonist,GABRQ|GABRA1|GABRB1|GABRE|GABRA6|GABRB3|GABRG1|GABRG2|GABRA5|GABRB2|GABRA2|GABRP|GABRA4|GABRD|GABRA3|GABRG3
ST26860,GABA receptor antagonist|Serotonin receptor antagonist|Adrenergic receptor antagonist,GABRA1|ADRA1D|ADRA2A
ST26861,Heme oxygenase inhibitor,HMOX1
ST26862,Motilin receptor agonist,MLNR
ST26863,Neural stem cell inducer,CAMK2A
ST26864,Neurotransmitter agonist,ATP1A1
